Mean TemperatureC,Max TemperatureC_1_days_before,Mean TemperatureC_1_days_before,Min TemperatureC_1_days_before,Dew PointC_1_days_before,MeanDew PointC_1_days_before,Min DewpointC_1_days_before,Max Humidity_1_days_before, Mean Humidity_1_days_before, Min Humidity_1_days_before, Max Sea Level PressurehPa_1_days_before, Mean Sea Level PressurehPa_1_days_before, Min Sea Level PressurehPa_1_days_before, Max VisibilityKm_1_days_before, Mean VisibilityKm_1_days_before, Min VisibilitykM_1_days_before, Max Wind SpeedKm/h_1_days_before, Mean Wind SpeedKm/h_1_days_before,Precipitationmm_1_days_before
12,21.0,17.0,13.0,58.0,51.0,48.0,90.0,72.0,53.0,1029.0,1027.0,1022.0,16.0,16.0,14.0,21.0,10.0,0.0
14,13.0,12.0,11.0,50.0,48.0,46.0,89.0,83.0,77.0,1029.0,1027.0,1025.0,16.0,16.0,14.0,14.0,6.0,0.0
13,19.0,14.0,9.0,49.0,46.0,45.0,86.0,69.0,52.0,1029.0,1027.0,1025.0,16.0,16.0,13.0,14.0,5.0,0.0
14,21.0,13.0,6.0,49.0,45.0,42.0,100.0,70.0,39.0,1029.0,1026.0,1024.0,16.0,13.0,3.0,13.0,2.0,0.0
17,19.0,14.0,8.0,57.0,50.0,45.0,93.0,75.0,56.0,1025.0,1023.0,1021.0,16.0,14.0,10.0,13.0,2.0,1.0
18,19.0,17.0,14.0,59.0,57.0,55.0,97.0,85.0,73.0,1024.0,1022.0,1021.0,16.0,11.0,3.0,14.0,8.0,1.0
18,22.0,18.0,15.0,58.0,57.0,56.0,90.0,78.0,66.0,1026.0,1024.0,1022.0,16.0,16.0,14.0,19.0,8.0,1.0
20,23.0,18.0,13.0,59.0,57.0,54.0,100.0,79.0,57.0,1024.0,1021.0,1018.0,16.0,14.0,8.0,23.0,8.0,0.0
17,23.0,20.0,16.0,64.0,62.0,59.0,100.0,82.0,64.0,1018.0,1014.0,1010.0,16.0,14.0,8.0,23.0,10.0,2.0
13,23.0,17.0,11.0,64.0,51.0,32.0,93.0,58.0,23.0,1023.0,1016.0,1012.0,16.0,16.0,11.0,19.0,8.0,0.0
11,17.0,13.0,8.0,36.0,34.0,32.0,60.0,47.0,34.0,1028.0,1025.0,1022.0,16.0,16.0,16.0,23.0,8.0,0.0
13,12.0,11.0,9.0,51.0,44.0,35.0,96.0,75.0,54.0,1025.0,1021.0,1018.0,16.0,13.0,3.0,24.0,6.0,3.0
12,16.0,13.0,9.0,56.0,51.0,48.0,100.0,92.0,84.0,1021.0,1019.0,1018.0,16.0,6.0,2.0,19.0,5.0,3.0
11,14.0,12.0,9.0,50.0,48.0,44.0,100.0,89.0,77.0,1023.0,1020.0,1018.0,16.0,11.0,2.0,21.0,11.0,15.0
12,12.0,11.0,9.0,47.0,45.0,44.0,86.0,82.0,72.0,1025.0,1023.0,1021.0,16.0,14.0,8.0,13.0,5.0,0.0
19,13.0,12.0,10.0,52.0,49.0,46.0,93.0,83.0,72.0,1022.0,1017.0,1011.0,16.0,14.0,8.0,16.0,8.0,0.0
11,25.0,19.0,13.0,56.0,52.0,43.0,93.0,63.0,33.0,1010.0,1006.0,1002.0,16.0,16.0,13.0,19.0,8.0,0.0
8,15.0,11.0,6.0,44.0,40.0,34.0,77.0,66.0,55.0,1017.0,1009.0,1003.0,16.0,16.0,16.0,29.0,13.0,0.0
9,14.0,8.0,2.0,35.0,32.0,30.0,85.0,62.0,38.0,1021.0,1020.0,1017.0,16.0,16.0,16.0,26.0,10.0,0.0
18,18.0,9.0,1.0,47.0,33.0,28.0,96.0,61.0,26.0,1020.0,1018.0,1015.0,16.0,16.0,16.0,26.0,10.0,0.0
12,23.0,18.0,12.0,63.0,57.0,48.0,100.0,83.0,66.0,1015.0,1014.0,1011.0,16.0,14.0,5.0,19.0,8.0,0.0
4,19.0,12.0,5.0,63.0,49.0,32.0,93.0,79.0,65.0,1026.0,1019.0,1013.0,16.0,13.0,8.0,26.0,13.0,1.0
9,8.0,4.0,0.0,34.0,30.0,26.0,92.0,71.0,49.0,1027.0,1024.0,1022.0,16.0,16.0,11.0,23.0,6.0,3.0
6,19.0,9.0,-1.0,42.0,36.0,29.0,92.0,68.0,43.0,1023.0,1021.0,1018.0,16.0,16.0,16.0,16.0,3.0,0.0
4,8.0,6.0,4.0,43.0,40.0,32.0,100.0,87.0,73.0,1033.0,1028.0,1023.0,16.0,10.0,0.0,21.0,10.0,0.0
3,6.0,4.0,2.0,31.0,29.0,27.0,76.0,70.0,64.0,1035.0,1032.0,1030.0,16.0,16.0,14.0,23.0,13.0,0.0
5,4.0,3.0,1.0,39.0,35.0,29.0,100.0,82.0,64.0,1029.0,1024.0,1021.0,16.0,5.0,2.0,14.0,8.0,16.0
11,6.0,5.0,3.0,41.0,39.0,37.0,100.0,95.0,89.0,1022.0,1019.0,1015.0,16.0,6.0,3.0,19.0,8.0,5.0
6,17.0,11.0,4.0,43.0,40.0,38.0,100.0,74.0,48.0,1020.0,1016.0,1013.0,16.0,13.0,3.0,23.0,5.0,19.0
5,11.0,6.0,2.0,41.0,30.0,22.0,100.0,69.0,38.0,1039.0,1032.0,1021.0,16.0,16.0,16.0,26.0,11.0,0.0
12,11.0,5.0,-2.0,28.0,23.0,20.0,75.0,54.0,32.0,1041.0,1036.0,1031.0,16.0,16.0,16.0,13.0,6.0,0.0
5,22.0,12.0,2.0,37.0,32.0,28.0,76.0,50.0,23.0,1031.0,1029.0,1026.0,16.0,16.0,16.0,14.0,3.0,0.0
-1,11.0,5.0,-1.0,38.0,27.0,8.0,76.0,54.0,32.0,1043.0,1036.0,1027.0,16.0,16.0,16.0,34.0,14.0,0.0
2,2.0,-1.0,-5.0,23.0,12.0,5.0,56.0,48.0,39.0,1043.0,1034.0,1026.0,16.0,16.0,16.0,24.0,8.0,0.0
1,3.0,2.0,1.0,32.0,26.0,21.0,70.0,62.0,54.0,1036.0,1032.0,1026.0,16.0,16.0,6.0,21.0,10.0,1.0
6,2.0,1.0,0.0,34.0,31.0,19.0,100.0,76.0,52.0,1035.0,1030.0,1026.0,16.0,6.0,3.0,13.0,5.0,8.0
6,9.0,6.0,1.0,45.0,39.0,33.0,100.0,90.0,80.0,1026.0,1023.0,1019.0,16.0,11.0,3.0,13.0,5.0,4.0
4,8.0,6.0,4.0,45.0,41.0,36.0,100.0,88.0,76.0,1031.0,1025.0,1021.0,16.0,8.0,0.0,23.0,8.0,0.0
4,6.0,4.0,2.0,37.0,33.0,31.0,92.0,83.0,73.0,1034.0,1030.0,1029.0,16.0,11.0,6.0,19.0,11.0,0.0
9,4.0,4.0,3.0,38.0,36.0,34.0,92.0,86.0,79.0,1030.0,1027.0,1025.0,13.0,6.0,3.0,14.0,8.0,0.0
11,15.0,9.0,3.0,38.0,36.0,34.0,92.0,68.0,43.0,1029.0,1027.0,1026.0,16.0,14.0,10.0,19.0,6.0,0.0
12,18.0,11.0,3.0,41.0,38.0,35.0,92.0,64.0,36.0,1029.0,1026.0,1022.0,16.0,16.0,16.0,13.0,5.0,0.0
15,21.0,12.0,4.0,46.0,40.0,33.0,92.0,63.0,34.0,1025.0,1020.0,1017.0,16.0,16.0,10.0,19.0,5.0,0.0
13,22.0,15.0,8.0,34.0,30.0,26.0,53.0,37.0,20.0,1029.0,1025.0,1023.0,16.0,16.0,16.0,16.0,5.0,0.0
16,24.0,13.0,3.0,47.0,41.0,29.0,85.0,59.0,33.0,1022.0,1017.0,1014.0,16.0,16.0,16.0,16.0,5.0,0.0
12,27.0,16.0,5.0,51.0,44.0,39.0,89.0,59.0,28.0,1017.0,1014.0,1011.0,16.0,16.0,11.0,19.0,5.0,0.0
8,13.0,12.0,10.0,53.0,50.0,42.0,96.0,84.0,71.0,1021.0,1018.0,1017.0,16.0,8.0,2.0,16.0,10.0,4.0
7,11.0,8.0,5.0,51.0,46.0,38.0,100.0,91.0,82.0,1025.0,1018.0,1015.0,16.0,6.0,2.0,32.0,16.0,53.0
10,11.0,7.0,3.0,42.0,38.0,35.0,93.0,77.0,61.0,1027.0,1025.0,1023.0,16.0,13.0,5.0,24.0,10.0,10.0
14,17.0,10.0,2.0,41.0,36.0,31.0,92.0,62.0,32.0,1025.0,1023.0,1019.0,16.0,16.0,16.0,21.0,6.0,0.0
16,23.0,14.0,4.0,40.0,34.0,29.0,85.0,53.0,20.0,1023.0,1020.0,1017.0,16.0,16.0,16.0,21.0,10.0,0.0
19,23.0,16.0,8.0,43.0,37.0,32.0,61.0,43.0,25.0,1026.0,1023.0,1021.0,16.0,16.0,16.0,16.0,8.0,0.0
17,28.0,19.0,11.0,45.0,40.0,36.0,71.0,47.0,23.0,1023.0,1021.0,1019.0,16.0,16.0,16.0,23.0,10.0,0.0
19,27.0,17.0,6.0,49.0,42.0,37.0,96.0,60.0,23.0,1022.0,1020.0,1018.0,16.0,16.0,16.0,23.0,6.0,0.0
12,26.0,19.0,11.0,55.0,49.0,34.0,100.0,68.0,35.0,1029.0,1023.0,1020.0,16.0,16.0,10.0,26.0,6.0,0.0
13,14.0,12.0,9.0,39.0,36.0,33.0,63.0,52.0,40.0,1031.0,1028.0,1025.0,16.0,16.0,16.0,23.0,10.0,0.0
15,17.0,13.0,9.0,61.0,51.0,37.0,100.0,80.0,59.0,1025.0,1017.0,1013.0,16.0,8.0,2.0,24.0,6.0,8.0
5,23.0,15.0,7.0,61.0,54.0,30.0,100.0,77.0,53.0,1025.0,1015.0,1012.0,16.0,13.0,6.0,27.0,11.0,1.0
6,9.0,5.0,1.0,30.0,24.0,19.0,62.0,48.0,34.0,1030.0,1028.0,1025.0,16.0,16.0,16.0,24.0,10.0,0.0
9,6.0,6.0,4.0,42.0,37.0,28.0,96.0,76.0,55.0,1028.0,1025.0,1023.0,16.0,10.0,3.0,13.0,3.0,7.0
7,13.0,9.0,6.0,50.0,45.0,41.0,100.0,92.0,83.0,1023.0,1020.0,1017.0,16.0,8.0,2.0,13.0,3.0,2.0
9,11.0,7.0,3.0,48.0,35.0,31.0,92.0,77.0,62.0,1032.0,1029.0,1023.0,16.0,16.0,8.0,26.0,11.0,2.0
13,16.0,9.0,3.0,42.0,38.0,33.0,86.0,69.0,51.0,1031.0,1028.0,1024.0,16.0,16.0,11.0,16.0,5.0,0.0
20,21.0,13.0,4.0,53.0,46.0,39.0,93.0,71.0,49.0,1023.0,1019.0,1015.0,16.0,13.0,6.0,21.0,8.0,0.0
20,26.0,20.0,14.0,57.0,56.0,50.0,93.0,72.0,50.0,1016.0,1013.0,1009.0,16.0,16.0,13.0,23.0,10.0,0.0
18,28.0,20.0,11.0,50.0,44.0,38.0,77.0,49.0,20.0,1021.0,1018.0,1016.0,16.0,16.0,16.0,14.0,5.0,0.0
18,27.0,18.0,8.0,49.0,44.0,40.0,86.0,57.0,28.0,1018.0,1016.0,1013.0,16.0,16.0,16.0,16.0,6.0,0.0
12,26.0,18.0,11.0,53.0,49.0,40.0,100.0,64.0,27.0,1023.0,1017.0,1014.0,16.0,11.0,2.0,26.0,8.0,0.0
13,17.0,12.0,7.0,40.0,34.0,31.0,65.0,51.0,36.0,1030.0,1028.0,1024.0,16.0,16.0,16.0,26.0,11.0,0.0
17,21.0,13.0,4.0,44.0,38.0,32.0,79.0,58.0,37.0,1029.0,1026.0,1023.0,16.0,16.0,16.0,16.0,3.0,0.0
17,26.0,17.0,9.0,53.0,47.0,43.0,86.0,60.0,33.0,1026.0,1023.0,1020.0,16.0,16.0,16.0,14.0,5.0,0.0
11,20.0,17.0,14.0,62.0,58.0,52.0,87.0,80.0,73.0,1021.0,1017.0,1012.0,16.0,16.0,11.0,16.0,8.0,0.0
7,19.0,11.0,2.0,61.0,39.0,28.0,93.0,79.0,64.0,1024.0,1017.0,1010.0,16.0,13.0,3.0,27.0,14.0,0.0
9,13.0,7.0,1.0,33.0,27.0,23.0,82.0,59.0,35.0,1027.0,1024.0,1022.0,16.0,16.0,16.0,21.0,11.0,0.0
12,19.0,9.0,0.0,34.0,29.0,25.0,89.0,56.0,22.0,1029.0,1026.0,1024.0,16.0,16.0,16.0,21.0,6.0,0.0
18,21.0,12.0,3.0,49.0,40.0,31.0,85.0,61.0,37.0,1029.0,1024.0,1019.0,16.0,16.0,16.0,23.0,8.0,0.0
19,24.0,18.0,12.0,60.0,56.0,49.0,86.0,72.0,57.0,1019.0,1013.0,1008.0,16.0,16.0,14.0,26.0,14.0,0.0
8,26.0,19.0,13.0,61.0,56.0,45.0,87.0,69.0,50.0,1017.0,1012.0,1009.0,16.0,16.0,14.0,23.0,10.0,0.0
1,13.0,8.0,3.0,52.0,44.0,33.0,93.0,80.0,66.0,1030.0,1021.0,1014.0,16.0,13.0,3.0,32.0,11.0,1.0
1,3.0,1.0,-1.0,32.0,29.0,26.0,92.0,87.0,82.0,1034.0,1031.0,1029.0,16.0,11.0,3.0,27.0,14.0,0.0
9,3.0,1.0,-1.0,34.0,29.0,26.0,92.0,84.0,76.0,1030.0,1024.0,1017.0,16.0,13.0,3.0,14.0,6.0,0.0
6,17.0,9.0,2.0,36.0,34.0,28.0,100.0,64.0,27.0,1017.0,1014.0,1010.0,16.0,13.0,5.0,21.0,5.0,0.0
1,11.0,6.0,1.0,37.0,31.0,21.0,96.0,74.0,52.0,1029.0,1022.0,1014.0,16.0,16.0,8.0,24.0,11.0,0.0
1,2.0,1.0,-1.0,30.0,25.0,19.0,92.0,72.0,52.0,1031.0,1029.0,1027.0,16.0,13.0,3.0,21.0,11.0,0.0
4,2.0,1.0,-1.0,34.0,31.0,26.0,100.0,93.0,85.0,1029.0,1026.0,1025.0,16.0,8.0,3.0,16.0,8.0,3.0
6,6.0,4.0,2.0,41.0,38.0,34.0,100.0,95.0,89.0,1028.0,1026.0,1023.0,13.0,6.0,3.0,16.0,10.0,2.0
11,7.0,6.0,3.0,42.0,40.0,37.0,100.0,95.0,89.0,1029.0,1025.0,1022.0,16.0,8.0,2.0,16.0,6.0,1.0
11,17.0,11.0,5.0,59.0,49.0,41.0,100.0,95.0,90.0,1021.0,1015.0,1011.0,8.0,3.0,0.0,13.0,2.0,0.0
4,21.0,11.0,1.0,67.0,56.0,32.0,100.0,95.0,89.0,1025.0,1013.0,1009.0,16.0,6.0,0.0,34.0,10.0,4.0
6,8.0,4.0,-1.0,32.0,25.0,18.0,89.0,61.0,33.0,1038.0,1031.0,1023.0,16.0,14.0,3.0,32.0,16.0,3.0
9,14.0,6.0,-3.0,29.0,23.0,19.0,81.0,54.0,27.0,1038.0,1035.0,1033.0,16.0,16.0,16.0,13.0,3.0,0.0
11,16.0,9.0,3.0,37.0,30.0,24.0,82.0,56.0,29.0,1033.0,1029.0,1025.0,16.0,16.0,16.0,16.0,3.0,0.0
11,12.0,11.0,8.0,51.0,48.0,37.0,100.0,69.0,38.0,1026.0,1022.0,1018.0,16.0,5.0,2.0,19.0,5.0,11.0
14,13.0,11.0,9.0,52.0,49.0,48.0,100.0,97.0,93.0,1018.0,1015.0,1012.0,16.0,8.0,2.0,13.0,6.0,55.0
14,17.0,14.0,10.0,52.0,50.0,49.0,96.0,78.0,60.0,1021.0,1017.0,1015.0,16.0,16.0,16.0,14.0,6.0,0.0
17,15.0,14.0,12.0,51.0,50.0,49.0,86.0,79.0,72.0,1025.0,1023.0,1021.0,16.0,16.0,16.0,21.0,10.0,0.0
19,23.0,17.0,11.0,55.0,52.0,49.0,96.0,73.0,49.0,1022.0,1019.0,1016.0,16.0,16.0,14.0,21.0,8.0,1.0
19,26.0,19.0,12.0,54.0,52.0,46.0,100.0,68.0,36.0,1018.0,1016.0,1014.0,16.0,13.0,2.0,19.0,5.0,0.0
16,26.0,19.0,12.0,53.0,49.0,44.0,89.0,61.0,33.0,1023.0,1019.0,1017.0,16.0,16.0,16.0,24.0,10.0,0.0
18,21.0,16.0,11.0,54.0,51.0,48.0,89.0,72.0,55.0,1027.0,1025.0,1023.0,16.0,16.0,16.0,19.0,5.0,0.0
21,25.0,18.0,11.0,62.0,56.0,51.0,100.0,73.0,46.0,1025.0,1023.0,1021.0,16.0,14.0,6.0,16.0,5.0,0.0
22,25.0,21.0,17.0,66.0,63.0,61.0,100.0,82.0,64.0,1022.0,1020.0,1017.0,16.0,13.0,6.0,14.0,5.0,0.0
23,27.0,22.0,16.0,65.0,61.0,58.0,93.0,74.0,54.0,1018.0,1016.0,1013.0,16.0,16.0,13.0,21.0,6.0,3.0
18,28.0,23.0,17.0,66.0,64.0,61.0,100.0,79.0,58.0,1016.0,1014.0,1012.0,16.0,13.0,3.0,19.0,8.0,0.0
14,22.0,18.0,14.0,67.0,61.0,55.0,93.0,89.0,84.0,1021.0,1019.0,1015.0,16.0,10.0,0.0,24.0,6.0,30.0
20,16.0,14.0,13.0,58.0,56.0,54.0,100.0,95.0,90.0,1021.0,1019.0,1016.0,16.0,11.0,3.0,16.0,6.0,11.0
19,26.0,20.0,14.0,59.0,57.0,55.0,100.0,75.0,50.0,1019.0,1017.0,1015.0,16.0,16.0,11.0,14.0,6.0,0.0
22,27.0,19.0,11.0,59.0,56.0,51.0,100.0,73.0,45.0,1020.0,1018.0,1016.0,16.0,16.0,10.0,14.0,5.0,0.0
23,28.0,22.0,15.0,62.0,60.0,57.0,97.0,72.0,47.0,1017.0,1015.0,1012.0,16.0,16.0,14.0,23.0,11.0,0.0
17,29.0,23.0,17.0,63.0,61.0,59.0,93.0,72.0,51.0,1015.0,1013.0,1010.0,16.0,16.0,16.0,26.0,13.0,0.0
18,21.0,17.0,12.0,65.0,48.0,33.0,93.0,62.0,31.0,1022.0,1017.0,1011.0,16.0,14.0,3.0,32.0,16.0,1.0
19,28.0,18.0,8.0,44.0,36.0,29.0,71.0,44.0,16.0,1023.0,1021.0,1019.0,16.0,16.0,16.0,21.0,6.0,0.0
22,29.0,19.0,9.0,49.0,44.0,40.0,86.0,54.0,22.0,1021.0,1019.0,1016.0,16.0,16.0,16.0,21.0,8.0,0.0
22,29.0,22.0,14.0,60.0,56.0,50.0,93.0,67.0,40.0,1020.0,1018.0,1016.0,16.0,16.0,16.0,27.0,13.0,0.0
23,27.0,22.0,18.0,64.0,62.0,60.0,93.0,76.0,58.0,1022.0,1020.0,1017.0,16.0,16.0,14.0,19.0,8.0,0.0
24,28.0,23.0,19.0,66.0,62.0,59.0,93.0,74.0,54.0,1019.0,1016.0,1013.0,16.0,16.0,11.0,21.0,11.0,0.0
24,28.0,24.0,20.0,67.0,65.0,61.0,90.0,71.0,51.0,1015.0,1013.0,1010.0,16.0,14.0,6.0,23.0,11.0,0.0
24,29.0,24.0,20.0,68.0,66.0,63.0,90.0,76.0,62.0,1015.0,1013.0,1011.0,16.0,13.0,10.0,24.0,13.0,0.0
17,30.0,24.0,19.0,68.0,62.0,48.0,90.0,67.0,43.0,1022.0,1015.0,1012.0,16.0,13.0,6.0,27.0,11.0,0.0
18,21.0,17.0,13.0,48.0,44.0,37.0,61.0,53.0,44.0,1027.0,1024.0,1022.0,16.0,16.0,16.0,27.0,13.0,0.0
24,21.0,18.0,15.0,64.0,59.0,48.0,100.0,78.0,56.0,1021.0,1016.0,1013.0,16.0,8.0,2.0,16.0,6.0,1.0
26,29.0,24.0,18.0,67.0,65.0,64.0,100.0,76.0,51.0,1016.0,1014.0,1011.0,16.0,13.0,3.0,23.0,11.0,0.0
23,31.0,26.0,20.0,67.0,65.0,62.0,90.0,71.0,51.0,1017.0,1015.0,1012.0,16.0,16.0,13.0,26.0,13.0,0.0
26,26.0,23.0,21.0,69.0,67.0,65.0,90.0,81.0,71.0,1016.0,1013.0,1010.0,16.0,14.0,10.0,26.0,13.0,0.0
18,31.0,26.0,21.0,71.0,67.0,65.0,90.0,73.0,55.0,1014.0,1011.0,1007.0,16.0,14.0,11.0,24.0,11.0,0.0
18,23.0,18.0,13.0,68.0,53.0,47.0,93.0,70.0,47.0,1023.0,1019.0,1014.0,16.0,16.0,16.0,23.0,8.0,2.0
24,21.0,18.0,15.0,66.0,62.0,53.0,100.0,86.0,72.0,1020.0,1017.0,1015.0,16.0,8.0,2.0,11.0,5.0,2.0
24,28.0,24.0,19.0,69.0,67.0,65.0,100.0,81.0,62.0,1016.0,1013.0,1008.0,16.0,8.0,0.0,21.0,8.0,0.0
19,31.0,24.0,18.0,70.0,65.0,54.0,100.0,67.0,34.0,1015.0,1011.0,1009.0,16.0,13.0,3.0,21.0,6.0,2.0
21,25.0,19.0,14.0,61.0,55.0,49.0,87.0,67.0,46.0,1020.0,1017.0,1015.0,16.0,16.0,16.0,19.0,10.0,0.0
23,28.0,21.0,12.0,65.0,56.0,50.0,93.0,69.0,45.0,1017.0,1015.0,1012.0,16.0,16.0,16.0,23.0,6.0,0.0
22,27.0,23.0,19.0,70.0,66.0,64.0,93.0,78.0,62.0,1015.0,1013.0,1010.0,16.0,14.0,6.0,27.0,6.0,0.0
19,24.0,22.0,19.0,70.0,65.0,61.0,93.0,81.0,69.0,1015.0,1013.0,1011.0,16.0,13.0,3.0,19.0,6.0,10.0
23,25.0,19.0,12.0,66.0,63.0,53.0,100.0,82.0,64.0,1014.0,1012.0,1007.0,16.0,13.0,0.0,45.0,6.0,14.0
18,32.0,23.0,14.0,69.0,58.0,39.0,100.0,60.0,20.0,1011.0,1009.0,1006.0,16.0,11.0,0.0,24.0,10.0,0.0
19,23.0,18.0,12.0,48.0,43.0,36.0,64.0,48.0,32.0,1018.0,1015.0,1012.0,16.0,16.0,16.0,24.0,10.0,0.0
23,27.0,19.0,11.0,63.0,53.0,47.0,89.0,66.0,43.0,1017.0,1014.0,1012.0,16.0,16.0,16.0,21.0,8.0,0.0
25,27.0,23.0,19.0,68.0,65.0,63.0,93.0,79.0,64.0,1014.0,1012.0,1009.0,16.0,16.0,11.0,26.0,11.0,0.0
25,29.0,25.0,20.0,72.0,69.0,66.0,100.0,85.0,69.0,1014.0,1012.0,1010.0,16.0,13.0,2.0,16.0,6.0,0.0
28,29.0,25.0,21.0,74.0,72.0,69.0,100.0,85.0,69.0,1013.0,1010.0,1005.0,16.0,10.0,2.0,23.0,8.0,11.0
26,34.0,28.0,21.0,73.0,64.0,46.0,100.0,61.0,21.0,1010.0,1007.0,1004.0,16.0,11.0,3.0,19.0,8.0,1.0
23,30.0,26.0,21.0,72.0,69.0,63.0,93.0,77.0,61.0,1008.0,1004.0,1000.0,16.0,13.0,2.0,29.0,13.0,2.0
15,29.0,23.0,17.0,70.0,62.0,52.0,100.0,66.0,32.0,1009.0,1005.0,1000.0,16.0,14.0,2.0,27.0,6.0,14.0
17,18.0,15.0,12.0,59.0,52.0,47.0,84.0,74.0,64.0,1020.0,1015.0,1010.0,16.0,16.0,16.0,27.0,13.0,0.0
19,25.0,17.0,9.0,48.0,45.0,41.0,93.0,61.0,29.0,1020.0,1018.0,1015.0,16.0,16.0,16.0,19.0,8.0,0.0
21,28.0,19.0,10.0,51.0,49.0,47.0,89.0,60.0,31.0,1018.0,1016.0,1013.0,16.0,16.0,13.0,16.0,5.0,0.0
22,29.0,21.0,13.0,56.0,52.0,50.0,86.0,60.0,33.0,1018.0,1017.0,1015.0,16.0,16.0,16.0,16.0,3.0,0.0
22,28.0,22.0,14.0,55.0,53.0,51.0,80.0,58.0,36.0,1019.0,1017.0,1015.0,16.0,16.0,16.0,21.0,6.0,0.0
24,29.0,22.0,14.0,62.0,58.0,55.0,93.0,67.0,40.0,1017.0,1015.0,1014.0,16.0,16.0,16.0,24.0,10.0,0.0
24,29.0,24.0,19.0,66.0,63.0,59.0,93.0,71.0,49.0,1019.0,1017.0,1015.0,16.0,16.0,6.0,26.0,13.0,0.0
26,28.0,24.0,19.0,70.0,67.0,62.0,100.0,77.0,54.0,1016.0,1014.0,1011.0,16.0,10.0,0.0,32.0,11.0,98.0
26,31.0,26.0,22.0,71.0,69.0,68.0,93.0,74.0,55.0,1015.0,1013.0,1009.0,16.0,13.0,5.0,23.0,13.0,0.0
24,28.0,26.0,23.0,73.0,71.0,69.0,87.0,81.0,74.0,1014.0,1012.0,1009.0,16.0,14.0,3.0,27.0,14.0,1.0
26,26.0,24.0,23.0,75.0,73.0,70.0,93.0,88.0,82.0,1014.0,1012.0,1008.0,16.0,8.0,2.0,21.0,10.0,7.0
28,29.0,26.0,22.0,73.0,71.0,69.0,93.0,79.0,65.0,1012.0,1010.0,1007.0,16.0,11.0,3.0,27.0,14.0,1.0
23,31.0,28.0,24.0,72.0,71.0,69.0,87.0,71.0,55.0,1011.0,1009.0,1007.0,16.0,14.0,11.0,27.0,16.0,0.0
19,26.0,23.0,20.0,73.0,67.0,61.0,94.0,78.0,62.0,1020.0,1016.0,1010.0,16.0,11.0,2.0,19.0,8.0,10.0
19,21.0,19.0,18.0,67.0,65.0,63.0,100.0,91.0,81.0,1023.0,1021.0,1018.0,16.0,13.0,2.0,16.0,8.0,6.0
26,21.0,19.0,18.0,70.0,66.0,64.0,100.0,97.0,93.0,1021.0,1019.0,1016.0,16.0,8.0,0.0,23.0,6.0,28.0
22,31.0,26.0,20.0,74.0,71.0,66.0,100.0,83.0,65.0,1019.0,1017.0,1014.0,16.0,10.0,2.0,24.0,8.0,2.0
25,25.0,22.0,19.0,71.0,68.0,65.0,100.0,87.0,74.0,1017.0,1014.0,1011.0,16.0,13.0,2.0,21.0,6.0,9.0
24,31.0,25.0,19.0,73.0,70.0,65.0,97.0,79.0,61.0,1013.0,1011.0,1008.0,16.0,14.0,10.0,29.0,14.0,0.0
27,29.0,24.0,19.0,72.0,68.0,65.0,100.0,83.0,65.0,1018.0,1014.0,1009.0,16.0,10.0,2.0,35.0,8.0,66.0
28,31.0,27.0,23.0,75.0,72.0,70.0,93.0,77.0,61.0,1019.0,1017.0,1014.0,16.0,14.0,5.0,19.0,8.0,0.0
27,32.0,28.0,23.0,75.0,72.0,69.0,87.0,73.0,59.0,1018.0,1016.0,1011.0,16.0,13.0,8.0,27.0,13.0,0.0
21,32.0,27.0,22.0,76.0,72.0,70.0,94.0,75.0,56.0,1016.0,1014.0,1012.0,16.0,13.0,2.0,21.0,8.0,8.0
21,24.0,21.0,17.0,74.0,63.0,59.0,94.0,84.0,73.0,1020.0,1019.0,1014.0,16.0,16.0,11.0,24.0,10.0,1.0
25,25.0,21.0,17.0,71.0,67.0,61.0,100.0,91.0,82.0,1020.0,1019.0,1017.0,16.0,10.0,2.0,16.0,6.0,1.0
23,31.0,25.0,19.0,74.0,71.0,66.0,100.0,83.0,65.0,1020.0,1017.0,1013.0,16.0,10.0,0.0,29.0,11.0,36.0
23,28.0,23.0,18.0,70.0,68.0,63.0,93.0,81.0,69.0,1014.0,1012.0,1009.0,16.0,16.0,8.0,13.0,10.0,19.0
26,28.0,23.0,19.0,74.0,69.0,66.0,100.0,87.0,74.0,1013.0,1010.0,1007.0,16.0,11.0,0.0,26.0,8.0,132.0
24,32.0,26.0,19.0,75.0,69.0,64.0,100.0,80.0,59.0,1017.0,1014.0,1012.0,16.0,10.0,3.0,21.0,10.0,0.0
26,29.0,24.0,19.0,75.0,70.0,64.0,94.0,82.0,69.0,1019.0,1017.0,1014.0,16.0,14.0,10.0,19.0,8.0,0.0
25,31.0,26.0,21.0,79.0,73.0,70.0,94.0,80.0,65.0,1019.0,1016.0,1012.0,16.0,13.0,3.0,24.0,10.0,5.0
26,32.0,25.0,18.0,73.0,66.0,63.0,100.0,76.0,51.0,1017.0,1014.0,1009.0,16.0,13.0,2.0,34.0,8.0,17.0
25,31.0,26.0,21.0,70.0,68.0,64.0,93.0,74.0,55.0,1018.0,1016.0,1014.0,16.0,16.0,13.0,19.0,3.0,17.0
24,30.0,25.0,19.0,67.0,64.0,61.0,90.0,67.0,44.0,1021.0,1018.0,1016.0,16.0,16.0,16.0,14.0,3.0,0.0
