Mean TemperatureC,Max TemperatureC_1_days_before,Max TemperatureC_2_days_before,Mean TemperatureC_1_days_before,Mean TemperatureC_2_days_before,Min TemperatureC_1_days_before,Min TemperatureC_2_days_before,Dew PointC_1_days_before,Dew PointC_2_days_before,MeanDew PointC_1_days_before,MeanDew PointC_2_days_before,Min DewpointC_1_days_before,Min DewpointC_2_days_before,Max Humidity_1_days_before,Max Humidity_2_days_before, Mean Humidity_1_days_before, Mean Humidity_2_days_before, Min Humidity_1_days_before, Min Humidity_2_days_before, Max Sea Level PressurehPa_1_days_before, Max Sea Level PressurehPa_2_days_before, Mean Sea Level PressurehPa_1_days_before, Mean Sea Level PressurehPa_2_days_before, Min Sea Level PressurehPa_1_days_before, Min Sea Level PressurehPa_2_days_before, Max VisibilityKm_1_days_before, Max VisibilityKm_2_days_before, Mean VisibilityKm_1_days_before, Mean VisibilityKm_2_days_before, Min VisibilitykM_1_days_before, Min VisibilitykM_2_days_before, Max Wind SpeedKm/h_1_days_before, Max Wind SpeedKm/h_2_days_before, Mean Wind SpeedKm/h_1_days_before, Mean Wind SpeedKm/h_2_days_before,Precipitationmm_1_days_before,Precipitationmm_2_days_before,Max TemperatureCtrend_in_last_2_days,Mean TemperatureCtrend_in_last_2_days,Min TemperatureCtrend_in_last_2_days,Dew PointCtrend_in_last_2_days,MeanDew PointCtrend_in_last_2_days,Min DewpointCtrend_in_last_2_days,Max Humiditytrend_in_last_2_days, Mean Humiditytrend_in_last_2_days, Min Humiditytrend_in_last_2_days, Max Sea Level PressurehPatrend_in_last_2_days, Mean Sea Level PressurehPatrend_in_last_2_days, Min Sea Level PressurehPatrend_in_last_2_days, Max VisibilityKmtrend_in_last_2_days, Mean VisibilityKmtrend_in_last_2_days, Min VisibilitykMtrend_in_last_2_days, Max Wind SpeedKm/htrend_in_last_2_days, Mean Wind SpeedKm/htrend_in_last_2_days,Precipitationmmtrend_in_last_2_days
30,35.0,32.0,27.0,26.0,18.0,19.0,64.0,62.0,61.0,59.0,59.0,58.0,78.0,78.0,55.0,56.0,31.0,34.0,1018.0,1023.0,1013.0,1020.0,1009.0,1017.0,16.0,16.0,16.0,16.0,16.0,16.0,21.0,16.0,6.0,5.0,0.0,0.0,2.5495097567963922,2.23606797749979,2.7386127875258306,6.519202405202649,4.47213595499958,3.605551275463989,8.48528137423857,4.898979485566356,-1.5811388300841898,-6.670832032063167,-6.082762530298219,-6.041522986797286,0.0,-1.4142135623730951,-5.656854249492381,3.5355339059327378,2.9154759474226504,0.0
26,37.0,35.0,30.0,27.0,22.0,18.0,73.0,64.0,67.0,61.0,64.0,59.0,90.0,78.0,62.0,55.0,33.0,31.0,1010.0,1018.0,1008.0,1013.0,1006.0,1009.0,16.0,16.0,14.0,16.0,8.0,16.0,21.0,21.0,10.0,6.0,0.0,0.0,-1.5811388300841898,-1.8708286933869707,0.0,6.363961030678928,-14.966629547095765,-25.20912533191106,3.391164991562634,-10.954451150103322,-16.20185174601965,-2.7386127875258306,3.4641016151377544,2.8284271247461903,0.0,0.0,0.0,-1.4142135623730951,2.449489742783178,0.0
26,34.0,37.0,26.0,30.0,18.0,22.0,73.0,73.0,45.0,67.0,28.0,64.0,79.0,90.0,45.0,62.0,10.0,33.0,1017.0,1010.0,1015.0,1008.0,1011.0,1006.0,16.0,16.0,16.0,14.0,16.0,8.0,19.0,21.0,8.0,10.0,0.0,0.0,-1.5811388300841898,-2.8284271247461903,-3.1622776601683795,-16.97056274847714,-15.811388300841896,-24.969981978367546,-15.524174696260024,-13.601470508735444,-16.20185174601965,5.1478150704935,5.1478150704935,4.527692569068709,0.0,1.4142135623730951,0.0,-3.8078865529319543,-2.5495097567963922,0.0
26,36.0,34.0,26.0,26.0,16.0,18.0,49.0,73.0,41.0,45.0,35.0,28.0,60.0,79.0,36.0,45.0,12.0,10.0,1019.0,1017.0,1017.0,1015.0,1015.0,1011.0,16.0,16.0,16.0,16.0,8.0,16.0,14.0,19.0,5.0,8.0,0.0,0.0,1.224744871391589,0.0,-1.224744871391589,-11.224972160321824,10.222524150130436,9.219544457292887,13.564659966250536,11.832159566199232,7.905694150420948,1.5811388300841898,1.5811388300841898,2.9154759474226504,0.0,0.0,-5.244044240850758,0.0,-2.0,0.0
24,35.0,36.0,26.0,26.0,17.0,16.0,67.0,49.0,56.0,41.0,46.0,35.0,87.0,60.0,55.0,36.0,23.0,12.0,1020.0,1019.0,1018.0,1017.0,1016.0,1015.0,16.0,16.0,16.0,16.0,11.0,8.0,19.0,14.0,6.0,5.0,0.0,0.0,-2.23606797749979,-1.4142135623730951,0.7071067811865476,12.708265027138834,10.606601717798213,7.905694150420948,19.557607215607945,13.892443989449804,8.06225774829855,2.23606797749979,2.23606797749979,2.23606797749979,0.0,0.0,4.123105625617661,3.5355339059327378,-2.0,0.0
24,32.0,35.0,24.0,26.0,17.0,17.0,66.0,67.0,56.0,56.0,48.0,46.0,93.0,87.0,60.0,55.0,26.0,23.0,1023.0,1020.0,1021.0,1018.0,1019.0,1016.0,16.0,16.0,16.0,16.0,16.0,11.0,19.0,19.0,3.0,6.0,0.0,0.0,-2.23606797749979,-1.4142135623730951,0.0,-8.514693182963201,-5.656854249492381,-4.0,-17.88854381999832,-9.246621004453464,2.0,3.0,2.5495097567963922,3.0,0.0,0.0,3.5355339059327378,-3.5355339059327378,0.0,0.0
22,31.0,32.0,24.0,24.0,17.0,17.0,54.0,66.0,48.0,56.0,42.0,48.0,67.0,93.0,46.0,60.0,25.0,26.0,1026.0,1023.0,1023.0,1021.0,1022.0,1019.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,19.0,6.0,3.0,0.0,0.0,-1.5811388300841898,-1.4142135623730951,-2.1213203435596424,-12.0,-10.793516572461451,-10.124228365658293,-21.587033144922902,-13.509256086106296,-7.810249675906654,2.5495097567963922,2.0,2.23606797749979,0.0,0.0,0.0,-3.5355339059327378,2.1213203435596424,0.0
21,29.0,31.0,22.0,24.0,14.0,17.0,42.0,54.0,35.0,48.0,29.0,42.0,51.0,67.0,33.0,46.0,14.0,25.0,1028.0,1026.0,1025.0,1023.0,1023.0,1022.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,6.0,6.0,0.0,0.0,-1.224744871391589,-1.5811388300841898,-2.5495097567963922,-3.391164991562634,-5.873670062235365,-6.6332495807108,0.0,0.0,0.0,-1.5811388300841898,-1.5811388300841898,-2.7386127875258306,0.0,0.0,0.0,3.5355339059327378,0.0,0.0
23,30.0,29.0,21.0,22.0,12.0,14.0,53.0,42.0,45.0,35.0,38.0,29.0,67.0,51.0,46.0,33.0,25.0,14.0,1025.0,1028.0,1022.0,1025.0,1019.0,1023.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,14.0,6.0,6.0,0.0,0.0,1.0,1.224744871391589,0.0,13.152946437965905,11.597413504743201,11.76860229593982,17.564168070250297,14.035668847618199,10.51189802081432,-3.0,-3.0,-3.5355339059327378,0.0,0.0,0.0,3.8078865529319543,0.0,0.0
26,31.0,30.0,23.0,21.0,14.0,12.0,68.0,53.0,58.0,45.0,52.0,38.0,86.0,67.0,61.0,46.0,35.0,25.0,1022.0,1025.0,1019.0,1022.0,1016.0,1019.0,16.0,16.0,16.0,16.0,16.0,16.0,21.0,19.0,6.0,6.0,0.0,0.0,0.0,2.5495097567963922,5.830951894845301,10.700467279516348,11.597413504743201,13.509256086106296,13.729530217745982,12.747548783981962,13.341664064126334,-2.5495097567963922,-2.23606797749979,-2.23606797749979,0.0,0.0,-1.4142135623730951,3.8078865529319543,4.949747468305833,0.0
24,30.0,31.0,26.0,23.0,22.0,14.0,70.0,68.0,68.0,58.0,65.0,52.0,90.0,86.0,71.0,61.0,51.0,35.0,1020.0,1022.0,1018.0,1019.0,1015.0,1016.0,16.0,16.0,16.0,16.0,14.0,16.0,26.0,21.0,13.0,6.0,0.0,0.0,-1.5811388300841898,1.5811388300841898,5.612486080160912,3.1622776601683795,7.211102550927978,9.300537618869138,7.615773105863909,12.165525060596439,17.029386365926403,-2.5495097567963922,-2.23606797749979,-2.23606797749979,0.0,-3.5355339059327378,-7.905694150420948,3.5355339059327378,4.743416490252569,2.8284271247461903
24,28.0,30.0,24.0,26.0,21.0,22.0,74.0,70.0,70.0,68.0,67.0,65.0,100.0,90.0,85.0,71.0,69.0,51.0,1017.0,1020.0,1015.0,1018.0,1012.0,1015.0,16.0,16.0,11.0,16.0,3.0,14.0,26.0,26.0,11.0,13.0,4.0,0.0,-1.5811388300841898,-1.4142135623730951,0.0,3.1622776601683795,2.5495097567963922,2.0,7.0710678118654755,10.770329614269007,15.700318468107582,-3.0,-3.0,-2.5495097567963922,0.0,-3.5355339059327378,-7.810249675906654,5.656854249492381,-1.5811388300841898,5.70087712549569
20,27.0,28.0,24.0,24.0,22.0,21.0,76.0,74.0,73.0,70.0,69.0,67.0,100.0,100.0,91.0,85.0,82.0,69.0,1014.0,1017.0,1012.0,1015.0,1010.0,1012.0,16.0,16.0,11.0,11.0,2.0,3.0,34.0,26.0,10.0,11.0,11.0,4.0,-2.23606797749979,-2.8284271247461903,-4.183300132670378,0.0,-4.47213595499958,-6.2048368229954285,0.0,4.743416490252569,9.848857801796104,-1.5811388300841898,-2.0,-1.5811388300841898,0.0,-3.5355339059327378,-0.7071067811865476,2.7386127875258306,2.7386127875258306,78.64477096412705
16,24.0,27.0,20.0,24.0,16.0,22.0,74.0,76.0,66.0,73.0,60.0,69.0,100.0,100.0,94.0,91.0,87.0,82.0,1016.0,1014.0,1013.0,1012.0,1009.0,1010.0,16.0,16.0,6.0,11.0,2.0,2.0,27.0,34.0,14.0,10.0,122.0,11.0,-4.743416490252569,-4.0,-4.47213595499958,-11.40175425099138,-8.06225774829855,-7.280109889280518,0.0,-2.8284271247461903,-5.291502622129181,2.0,2.9154759474226504,4.898979485566356,0.0,3.4641016151377544,2.1213203435596424,-4.949747468305833,2.8284271247461903,25.45584412271571
21,18.0,24.0,16.0,20.0,14.0,16.0,58.0,74.0,57.0,66.0,55.0,60.0,100.0,100.0,89.0,94.0,78.0,87.0,1018.0,1016.0,1017.0,1013.0,1016.0,1009.0,16.0,16.0,13.0,6.0,5.0,2.0,27.0,27.0,14.0,14.0,17.0,122.0,3.7416573867739413,2.1213203435596424,-1.4142135623730951,-11.335784048754634,-6.708203932499369,-5.0,-15.556349186104045,-19.4164878389476,-24.186773244895647,1.4142135623730951,2.449489742783178,4.06201920231798,0.0,5.385164807134504,8.06225774829855,-2.1213203435596424,-2.8284271247461903,-75.21303078589507
22,26.0,18.0,21.0,16.0,14.0,14.0,57.0,58.0,54.0,57.0,50.0,55.0,78.0,100.0,62.0,89.0,45.0,78.0,1018.0,1018.0,1015.0,1017.0,1012.0,1016.0,16.0,16.0,16.0,13.0,16.0,5.0,24.0,27.0,10.0,14.0,0.0,17.0,6.041522986797286,3.605551275463989,0.0,-1.0,-2.23606797749979,-4.123105625617661,-11.379806676741042,-19.1049731745428,-26.248809496813376,-2.8284271247461903,-3.1622776601683795,-4.527692569068709,0.0,2.1213203435596424,7.7781745930520225,-8.06225774829855,-4.527692569068709,-12.020815280171307
21,29.0,26.0,22.0,21.0,14.0,14.0,56.0,57.0,53.0,54.0,47.0,50.0,93.0,78.0,61.0,62.0,28.0,45.0,1014.0,1018.0,1011.0,1015.0,1007.0,1012.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,24.0,5.0,10.0,0.0,0.0,2.0,0.0,0.0,-1.5811388300841898,-2.23606797749979,-2.5495097567963922,0.0,-5.70087712549569,-12.020815280171307,-2.9154759474226504,-2.8284271247461903,-3.4641016151377544,0.0,0.0,0.0,8.215838362577491,-3.4641016151377544,0.0
19,28.0,29.0,21.0,22.0,14.0,14.0,54.0,56.0,50.0,53.0,45.0,47.0,78.0,93.0,53.0,61.0,28.0,28.0,1013.0,1014.0,1011.0,1011.0,1008.0,1007.0,16.0,16.0,16.0,16.0,16.0,16.0,29.0,13.0,6.0,5.0,0.0,0.0,-1.0,-1.5811388300841898,-2.1213203435596424,6.928203230275509,1.8708286933869707,2.449489742783178,7.035623639735144,7.245688373094719,4.949747468305833,1.224744871391589,0.7071067811865476,1.5811388300841898,0.0,0.0,0.0,8.831760866327848,0.7071067811865476,0.0
22,27.0,28.0,19.0,21.0,11.0,14.0,64.0,54.0,54.0,50.0,49.0,45.0,96.0,78.0,66.0,53.0,35.0,28.0,1015.0,1013.0,1012.0,1011.0,1010.0,1008.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,29.0,6.0,6.0,0.0,0.0,-2.23606797749979,1.5811388300841898,5.244044240850758,9.513148795220223,11.661903789690601,11.661903789690601,13.038404810405298,19.300259065618782,31.50396800404673,-1.5811388300841898,-3.4641016151377544,-4.743416490252569,0.0,-7.0710678118654755,-11.313708498984761,18.49324200890693,4.949747468305833,88.38834764831844
22,24.0,27.0,22.0,19.0,19.0,11.0,73.0,64.0,70.0,54.0,65.0,49.0,100.0,96.0,90.0,66.0,79.0,35.0,1012.0,1015.0,1007.0,1012.0,1003.0,1010.0,16.0,16.0,6.0,16.0,0.0,16.0,47.0,19.0,13.0,6.0,125.0,0.0,-2.0,2.1213203435596424,5.612486080160912,6.363961030678928,10.747092630102339,10.488088481701515,2.8284271247461903,16.0,29.248931604419333,-2.0,-3.5355339059327378,-5.0,0.0,-5.049752469181039,-11.224972160321824,13.095800853708795,0.0,51.09305236526782
19,25.0,24.0,22.0,22.0,18.0,19.0,73.0,73.0,65.0,70.0,59.0,65.0,100.0,100.0,82.0,90.0,64.0,79.0,1013.0,1012.0,1007.0,1007.0,1002.0,1003.0,16.0,16.0,13.0,6.0,2.0,0.0,26.0,47.0,6.0,13.0,23.0,125.0,0.0,-2.1213203435596424,-2.23606797749979,-9.899494936611665,-6.670832032063167,-6.0,-2.1213203435596424,-7.516648189186454,-13.152946437965905,2.9154759474226504,5.656854249492381,7.745966692414834,0.0,5.385164807134504,4.47213595499958,-17.46424919657298,-5.0,-73.63762625180146
20,24.0,25.0,19.0,22.0,15.0,18.0,59.0,73.0,57.0,65.0,53.0,59.0,97.0,100.0,75.0,82.0,53.0,64.0,1017.0,1013.0,1015.0,1007.0,1013.0,1002.0,16.0,16.0,16.0,13.0,8.0,2.0,13.0,26.0,5.0,6.0,2.0,23.0,1.224744871391589,-2.0,-2.23606797749979,-9.874208829065749,-5.612486080160912,-4.0,0.0,-4.949747468305833,-8.06225774829855,2.8284271247461903,5.656854249492381,7.7781745930520225,0.0,-5.244044240850758,-3.7416573867739413,-8.94427190999916,-0.7071067811865476,-14.916433890176299
21,26.0,24.0,20.0,19.0,14.0,15.0,60.0,59.0,58.0,57.0,55.0,53.0,100.0,97.0,75.0,75.0,50.0,53.0,1017.0,1017.0,1015.0,1015.0,1013.0,1013.0,16.0,16.0,8.0,16.0,0.0,8.0,16.0,13.0,5.0,5.0,0.0,2.0,1.5811388300841898,1.0,-0.7071067811865476,1.5811388300841898,1.0,1.4142135623730951,2.1213203435596424,-0.7071067811865476,-3.0,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.0,-5.244044240850758,-5.656854249492381,2.1213203435596424,0.0,-1.4142135623730951
21,27.0,26.0,21.0,20.0,14.0,14.0,62.0,60.0,59.0,58.0,55.0,55.0,100.0,100.0,74.0,75.0,47.0,50.0,1019.0,1017.0,1016.0,1015.0,1014.0,1013.0,16.0,16.0,11.0,8.0,0.0,0.0,16.0,16.0,5.0,5.0,0.0,0.0,0.0,0.7071067811865476,1.4142135623730951,4.47213595499958,3.605551275463989,2.8284271247461903,0.0,5.612486080160912,11.832159566199232,1.224744871391589,1.0,1.0,0.0,3.0,5.656854249492381,3.5355339059327378,2.1213203435596424,0.0
26,26.0,27.0,21.0,21.0,16.0,14.0,68.0,62.0,64.0,59.0,59.0,55.0,100.0,100.0,82.0,74.0,64.0,47.0,1018.0,1019.0,1017.0,1016.0,1015.0,1014.0,16.0,16.0,14.0,11.0,8.0,0.0,21.0,16.0,8.0,5.0,0.0,0.0,2.0,3.5355339059327378,4.47213595499958,6.0,6.670832032063167,7.615773105863909,0.0,5.70087712549569,12.041594578792296,-1.0,-1.224744871391589,-2.0,0.0,2.1213203435596424,4.415880433163924,3.24037034920393,2.5495097567963922,0.7071067811865476
20,29.0,26.0,26.0,21.0,22.0,16.0,74.0,68.0,72.0,64.0,69.0,59.0,100.0,100.0,83.0,82.0,65.0,64.0,1017.0,1018.0,1015.0,1017.0,1012.0,1015.0,16.0,16.0,14.0,14.0,3.0,8.0,19.0,21.0,10.0,8.0,1.0,0.0,-2.8284271247461903,-2.345207879911715,-2.5495097567963922,3.6742346141747673,-11.40175425099138,-16.97056274847714,-9.192388155425117,-14.832396974191326,-19.78635893740938,2.0,1.5811388300841898,1.8708286933869707,0.0,1.4142135623730951,8.48528137423857,2.449489742783178,-3.24037034920393,0.7071067811865476
16,24.0,29.0,20.0,26.0,15.0,22.0,71.0,74.0,54.0,72.0,43.0,69.0,87.0,100.0,62.0,83.0,37.0,65.0,1020.0,1017.0,1018.0,1015.0,1016.0,1012.0,16.0,16.0,16.0,14.0,16.0,3.0,23.0,19.0,5.0,10.0,1.0,1.0,-6.082762530298219,-5.0990195135927845,-5.1478150704935,-10.124228365658293,-12.727922061357855,-18.384776310850235,0.0,-8.717797887081348,-13.856406460551018,4.123105625617661,3.5355339059327378,2.9154759474226504,0.0,-1.5811388300841898,-6.59545297913646,4.0,4.415880433163924,8.48528137423857
17,17.0,24.0,16.0,20.0,13.0,15.0,57.0,71.0,54.0,54.0,43.0,43.0,100.0,87.0,79.0,62.0,57.0,37.0,1025.0,1020.0,1022.0,1018.0,1017.0,1016.0,16.0,16.0,13.0,16.0,0.0,16.0,27.0,23.0,13.0,5.0,13.0,1.0,-3.4641016151377544,-2.7386127875258306,-1.5811388300841898,-12.165525060596439,-7.7781745930520225,-1.4142135623730951,-17.53567791675018,-10.954451150103322,6.164414002968976,3.605551275463989,3.1622776601683795,2.9154759474226504,0.0,0.0,0.0,-3.1622776601683795,4.415880433163924,-3.5355339059327378
17,22.0,17.0,17.0,16.0,12.0,13.0,47.0,57.0,43.0,54.0,41.0,43.0,72.0,100.0,56.0,79.0,39.0,57.0,1026.0,1025.0,1024.0,1022.0,1021.0,1017.0,16.0,16.0,16.0,13.0,16.0,0.0,21.0,27.0,8.0,13.0,0.0,13.0,3.605551275463989,0.7071067811865476,-1.0,-4.242640687119285,-6.0,1.5811388300841898,-18.207141456033124,-14.64581851587681,-10.583005244258363,-2.7386127875258306,-2.449489742783178,1.8708286933869707,0.0,2.1213203435596424,11.313708498984761,-8.860022573334675,-5.522680508593631,-9.192388155425117
19,23.0,22.0,17.0,17.0,11.0,12.0,55.0,47.0,50.0,43.0,44.0,41.0,83.0,72.0,66.0,56.0,49.0,39.0,1022.0,1026.0,1020.0,1024.0,1018.0,1021.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0,21.0,2.0,8.0,0.0,0.0,0.7071067811865476,1.4142135623730951,3.4641016151377544,10.198039027185569,10.44030650891055,8.06225774829855,9.219544457292887,13.341664064126334,18.384776310850235,-3.1622776601683795,-3.5355339059327378,-3.5355339059327378,0.0,0.0,0.0,-4.47213595499958,-3.1622776601683795,0.0
25,23.0,23.0,19.0,17.0,16.0,11.0,67.0,55.0,63.0,50.0,55.0,44.0,90.0,83.0,82.0,66.0,73.0,49.0,1020.0,1022.0,1017.0,1020.0,1014.0,1018.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,10.0,6.0,2.0,0.0,0.0,4.242640687119285,4.47213595499958,5.0,8.94427190999916,9.219544457292887,-18.207141456033124,5.385164807134504,-8.48528137423857,-24.372115213907882,-3.1622776601683795,-4.123105625617661,-4.527692569068709,0.0,0.0,0.0,6.519202405202649,4.527692569068709,0.0
18,29.0,23.0,25.0,19.0,21.0,16.0,71.0,67.0,64.0,63.0,27.0,55.0,93.0,90.0,62.0,82.0,31.0,73.0,1016.0,1020.0,1012.0,1017.0,1009.0,1014.0,16.0,16.0,16.0,16.0,16.0,16.0,21.0,19.0,11.0,6.0,0.0,0.0,-2.5495097567963922,-2.5495097567963922,-4.415880433163924,-21.02379604162864,-19.78635893740938,-19.79898987322333,-29.62262648719725,-23.194827009486403,-30.700162866017504,5.70087712549569,6.123724356957945,4.415880433163924,0.0,0.0,0.0,3.8078865529319543,3.4641016151377544,0.0
16,22.0,29.0,18.0,25.0,13.0,21.0,41.0,71.0,36.0,64.0,27.0,27.0,51.0,93.0,36.0,62.0,20.0,31.0,1025.0,1016.0,1022.0,1012.0,1017.0,1009.0,16.0,16.0,16.0,16.0,16.0,16.0,26.0,21.0,10.0,11.0,0.0,0.0,-5.70087712549569,-5.1478150704935,-5.656854249492381,-21.166010488516726,-19.685019685029527,7.0710678118654755,-29.393876913398138,-16.658331248957683,9.16515138991168,6.519202405202649,7.3824115301167,7.516648189186454,0.0,0.0,0.0,-10.0,-2.9154759474226504,0.0
16,18.0,22.0,16.0,18.0,13.0,13.0,43.0,41.0,39.0,36.0,37.0,27.0,57.0,51.0,47.0,36.0,37.0,20.0,1027.0,1025.0,1025.0,1022.0,1024.0,1017.0,16.0,16.0,16.0,16.0,16.0,16.0,11.0,26.0,6.0,10.0,0.0,0.0,-2.8284271247461903,-1.4142135623730951,-0.7071067811865476,6.519202405202649,5.385164807134504,7.3824115301167,18.867962264113206,15.524174696260024,14.317821063276353,1.5811388300841898,2.23606797749979,5.0,0.0,0.0,-4.242640687119285,-10.51189802081432,-2.9154759474226504,0.0
17,18.0,18.0,16.0,16.0,12.0,13.0,52.0,43.0,46.0,39.0,40.0,37.0,83.0,57.0,66.0,47.0,48.0,37.0,1028.0,1027.0,1026.0,1025.0,1025.0,1024.0,16.0,16.0,16.0,16.0,10.0,16.0,13.0,11.0,5.0,6.0,0.0,0.0,2.1213203435596424,0.7071067811865476,-0.7071067811865476,9.513148795220223,7.0,4.743416490252569,18.601075237738275,14.317821063276353,10.51189802081432,-2.0,-2.7386127875258306,-4.898979485566356,0.0,0.0,0.0,1.5811388300841898,0.0,0.0
21,21.0,18.0,17.0,16.0,12.0,12.0,62.0,52.0,53.0,46.0,46.0,40.0,87.0,83.0,73.0,66.0,58.0,48.0,1025.0,1028.0,1022.0,1026.0,1018.0,1025.0,16.0,16.0,16.0,16.0,16.0,10.0,14.0,13.0,6.0,5.0,0.0,0.0,3.0,2.9154759474226504,4.242640687119285,9.513148795220223,11.067971810589327,12.747548783981962,9.617692030835672,14.317821063276353,19.697715603592208,-4.743416490252569,-8.276472678623424,-11.704699910719626,0.0,-2.1213203435596424,-8.154753215150045,8.514693182963201,3.605551275463989,0.0
16,24.0,21.0,21.0,17.0,18.0,12.0,71.0,62.0,67.0,53.0,63.0,46.0,100.0,87.0,92.0,73.0,84.0,58.0,1019.0,1025.0,1011.0,1022.0,1003.0,1018.0,16.0,16.0,13.0,16.0,3.0,16.0,26.0,14.0,11.0,6.0,0.0,0.0,2.1213203435596424,-2.1213203435596424,-5.656854249492381,6.324555320336759,5.0990195135927845,-8.717797887081348,7.745966692414834,-9.16515138991168,-21.494185260204677,-8.246211251235321,-9.219544457292887,-10.816653826391969,0.0,-2.1213203435596424,-9.219544457292887,8.74642784226795,0.0,18.384776310850235
14,24.0,24.0,16.0,21.0,8.0,18.0,70.0,71.0,55.0,67.0,42.0,63.0,93.0,100.0,69.0,92.0,44.0,84.0,1009.0,1019.0,1004.0,1011.0,1000.0,1003.0,16.0,16.0,13.0,13.0,2.0,3.0,29.0,26.0,6.0,11.0,26.0,0.0,-1.4142135623730951,-3.8078865529319543,-7.211102550927978,-17.69180601295413,-12.509996003196804,-15.0,-4.949747468305833,-16.64331697709324,-28.991378028648448,-5.656854249492381,0.0,5.244044240850758,0.0,2.1213203435596424,9.874208829065749,-10.392304845413264,-4.123105625617661,0.0
17,22.0,24.0,14.0,16.0,6.0,8.0,45.0,70.0,42.0,55.0,39.0,42.0,93.0,93.0,64.0,69.0,35.0,44.0,1015.0,1009.0,1011.0,1004.0,1008.0,1000.0,16.0,16.0,16.0,13.0,16.0,2.0,14.0,29.0,3.0,6.0,0.0,26.0,2.449489742783178,1.5811388300841898,0.0,-17.161002301730512,-8.74642784226795,-1.5811388300841898,-4.949747468305833,-5.0,-6.708203932499369,6.0,7.516648189186454,7.516648189186454,0.0,2.1213203435596424,9.899494936611665,-10.63014581273465,-2.23606797749979,-18.384776310850235
18,26.0,22.0,17.0,14.0,8.0,6.0,51.0,45.0,46.0,42.0,41.0,39.0,86.0,93.0,59.0,64.0,32.0,35.0,1021.0,1015.0,1019.0,1011.0,1015.0,1008.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,14.0,2.0,3.0,0.0,0.0,2.7386127875258306,2.23606797749979,2.5495097567963922,8.246211251235321,6.96419413859206,5.830951894845301,0.0,4.415880433163924,5.244044240850758,4.183300132670378,5.477225575051661,4.898979485566356,0.0,0.0,0.0,4.183300132670378,2.7386127875258306,0.0
12,25.0,26.0,18.0,17.0,11.0,8.0,61.0,51.0,55.0,46.0,49.0,41.0,93.0,86.0,67.0,59.0,40.0,32.0,1020.0,1021.0,1017.0,1019.0,1014.0,1015.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,13.0,6.0,2.0,0.0,0.0,-4.301162633521313,-4.183300132670378,-3.6742346141747673,7.211102550927978,2.9154759474226504,-16.0,4.949747468305833,4.898979485566356,0.0,5.612486080160912,1.5811388300841898,-1.0,0.0,0.0,-3.5355339059327378,12.083045973594572,4.527692569068709,0.0
8,19.0,25.0,12.0,18.0,5.0,11.0,63.0,61.0,47.0,55.0,25.0,49.0,93.0,93.0,63.0,67.0,32.0,40.0,1028.0,1020.0,1020.0,1017.0,1013.0,1014.0,16.0,16.0,16.0,16.0,11.0,16.0,35.0,19.0,11.0,6.0,0.0,0.0,-5.0990195135927845,-5.0990195135927845,-5.0990195135927845,-21.166010488516726,-13.92838827718412,-16.95582495781317,-7.7781745930520225,-5.70087712549569,-5.830951894845301,5.70087712549569,5.385164807134504,7.745966692414834,0.0,0.0,0.0,-10.677078252031311,-4.415880433163924,0.0
9,15.0,19.0,8.0,12.0,1.0,5.0,33.0,63.0,29.0,47.0,26.0,25.0,82.0,93.0,56.0,63.0,30.0,32.0,1029.0,1028.0,1027.0,1020.0,1024.0,1013.0,16.0,16.0,16.0,16.0,16.0,11.0,13.0,35.0,3.0,11.0,0.0,0.0,-2.449489742783178,-2.7386127875258306,-2.9154759474226504,-20.445048300260872,-12.409673645990857,2.23606797749979,-3.24037034920393,-3.4641016151377544,-1.4142135623730951,0.0,4.898979485566356,7.745966692414834,0.0,0.0,3.5355339059327378,-15.540270267920054,-5.656854249492381,0.0
13,17.0,15.0,9.0,8.0,0.0,1.0,41.0,33.0,33.0,29.0,29.0,26.0,92.0,82.0,61.0,56.0,30.0,30.0,1028.0,1029.0,1026.0,1027.0,1023.0,1024.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,13.0,3.0,3.0,0.0,0.0,1.5811388300841898,2.9154759474226504,5.612486080160912,13.285330255586423,12.349089035228468,9.433981132056603,-4.69041575982343,9.848857801796104,26.16295090390226,-2.9154759474226504,-3.605551275463989,-3.605551275463989,0.0,0.0,0.0,0.7071067811865476,1.4142135623730951,0.0
