,Mean TemperatureC,Mean TemperatureC_1,Mean TemperatureC_2,Mean TemperatureC_3,Mean TemperatureC_4,Mean TemperatureC_5,MeanDew PointC_1,MeanDew PointC_2,MeanDew PointC_3,MeanDew PointC_4,MeanDew PointC_5, Mean Humidity_1, Mean Humidity_2, Mean Humidity_3, Mean Humidity_4, Mean Humidity_5, Min Humidity_1, Min Humidity_2, Min Humidity_3, Min Humidity_4, Min Humidity_5, Mean Sea Level PressurehPa_1, Mean Sea Level PressurehPa_2, Mean Sea Level PressurehPa_3, Mean Sea Level PressurehPa_4, Mean Sea Level PressurehPa_5, Mean VisibilityKm_1, Mean VisibilityKm_2, Mean VisibilityKm_3, Mean VisibilityKm_4, Mean VisibilityKm_5, Mean Wind SpeedKm/h_1, Mean Wind SpeedKm/h_2, Mean Wind SpeedKm/h_3, Mean Wind SpeedKm/h_4, Mean Wind SpeedKm/h_5,Precipitationmm_1,Precipitationmm_2,Precipitationmm_3,Precipitationmm_4,Precipitationmm_5, CloudCover_1, CloudCover_2, CloudCover_3, CloudCover_4, CloudCover_5,WindDirDegrees_1,WindDirDegrees_2,WindDirDegrees_3,WindDirDegrees_4,WindDirDegrees_5,Mean TemperatureCtrend_in_last3_days,MeanDew PointCtrend_in_last3_days,Mean TemperatureCtrend_in_last6_days,MeanDew PointCtrend_in_last6_days
3777,23.0,22.0,22.0,23.0,22.0,22.0,7.0,5.0,2.0,7.0,2.0,37.0,34.0,25.0,38.0,29.0,25.0,14.0,14.0,19.0,14.0,1017.0,1018.0,1020.0,1021.0,1020.0,10.0,10.0,10.0,10.0,31.0,5.0,8.0,10.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,10.0,10.0,31.0,244.0,310.0,14.0,78.0,30.0,1.232595164407831e-30,1.0998866095073656,0.027777777777777738,0.08333333333333191
3778,22.0,23.0,22.0,22.0,23.0,22.0,7.0,7.0,5.0,2.0,7.0,37.0,37.0,34.0,25.0,38.0,22.0,25.0,14.0,14.0,19.0,1017.0,1017.0,1018.0,1020.0,1021.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,10.0,10.0,171.0,244.0,310.0,14.0,78.0,1.232595164407831e-30,0.22222222222221896,-1.232595164407831e-32,0.27497165237684057
3779,21.0,22.0,23.0,22.0,22.0,23.0,7.0,7.0,7.0,5.0,2.0,40.0,37.0,37.0,34.0,25.0,18.0,22.0,25.0,14.0,14.0,1018.0,1017.0,1017.0,1018.0,1020.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,1.0,10.0,29.0,171.0,244.0,310.0,14.0,-0.11111111111111036,0.0,-0.02777777777777781,0.023012707578187127
3780,21.0,21.0,22.0,23.0,22.0,22.0,7.0,7.0,7.0,7.0,5.0,42.0,40.0,37.0,37.0,34.0,26.0,18.0,22.0,25.0,14.0,1017.0,1018.0,1017.0,1017.0,1018.0,9.0,10.0,10.0,10.0,10.0,6.0,5.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,6.0,1.0,137.0,29.0,171.0,244.0,310.0,-0.4444444444444429,0.5555555555555503,-0.11111111111111122,0.804708374953272
3781,19.0,21.0,21.0,22.0,23.0,22.0,12.0,7.0,7.0,7.0,7.0,57.0,42.0,40.0,37.0,37.0,34.0,26.0,18.0,22.0,25.0,1018.0,1017.0,1018.0,1017.0,1017.0,10.0,9.0,10.0,10.0,10.0,6.0,6.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,6.0,161.0,137.0,29.0,171.0,244.0,-0.6476030138606861,1.1635706616666124,-0.16190075346517205,0.6006977333356219
3782,20.0,19.0,21.0,21.0,22.0,23.0,13.0,12.0,7.0,7.0,7.0,65.0,57.0,42.0,40.0,37.0,44.0,34.0,26.0,18.0,22.0,1020.0,1018.0,1017.0,1018.0,1017.0,10.0,10.0,9.0,10.0,10.0,6.0,6.0,6.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,5.0,108.0,161.0,137.0,29.0,171.0,-0.019063652805978583,0.3687948344351769,-0.05555555555555562,0.09219870860879376
3783,20.0,20.0,19.0,21.0,21.0,22.0,11.0,13.0,12.0,7.0,7.0,59.0,65.0,57.0,42.0,40.0,30.0,44.0,34.0,26.0,18.0,1022.0,1020.0,1018.0,1017.0,1018.0,10.0,10.0,10.0,9.0,10.0,5.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,2.0,50.0,108.0,161.0,137.0,29.0,-0.019063652805978583,-0.01906365280597987,-0.16190075346517205,0.09219870860879376
3784,20.0,20.0,20.0,19.0,21.0,21.0,11.0,11.0,13.0,12.0,7.0,53.0,59.0,65.0,57.0,42.0,30.0,30.0,44.0,34.0,26.0,1020.0,1022.0,1020.0,1018.0,1017.0,10.0,10.0,10.0,10.0,9.0,6.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,6.0,157.0,50.0,108.0,161.0,137.0,0.11111111111111184,-0.6476030138606934,-0.05555555555555562,0.018762352212867123
3785,20.0,20.0,20.0,20.0,19.0,21.0,10.0,11.0,11.0,13.0,12.0,53.0,53.0,59.0,65.0,57.0,28.0,30.0,30.0,44.0,34.0,1017.0,1020.0,1022.0,1020.0,1018.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,250.0,157.0,50.0,108.0,161.0,1.232595164407831e-30,-0.6476030138606934,-0.004765913201494738,-0.009746926647958353
3786,20.0,20.0,20.0,20.0,20.0,19.0,8.0,10.0,11.0,11.0,13.0,49.0,53.0,53.0,59.0,65.0,28.0,28.0,30.0,30.0,44.0,1018.0,1017.0,1020.0,1022.0,1020.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,35.0,250.0,157.0,50.0,108.0,1.232595164407831e-30,-1.2952060277213835,-0.004765913201494738,-0.4071348402636804
3787,20.0,20.0,20.0,20.0,20.0,20.0,7.0,8.0,10.0,11.0,11.0,46.0,49.0,53.0,53.0,59.0,28.0,28.0,28.0,30.0,30.0,1021.0,1018.0,1017.0,1020.0,1022.0,10.0,10.0,10.0,10.0,10.0,13.0,8.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,13.0,35.0,250.0,157.0,50.0,1.232595164407831e-30,-0.11111111111111346,0.027777777777777738,-0.32380150693034676
3788,20.0,20.0,20.0,20.0,20.0,20.0,9.0,7.0,8.0,10.0,11.0,51.0,46.0,49.0,53.0,53.0,32.0,28.0,28.0,28.0,30.0,1022.0,1021.0,1018.0,1017.0,1020.0,10.0,10.0,10.0,10.0,10.0,8.0,13.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,95.0,13.0,35.0,250.0,157.0,1.232595164407831e-30,0.647603013860682,0.0,-6.147910770029725e-30
3789,19.0,20.0,20.0,20.0,20.0,20.0,13.0,9.0,7.0,8.0,10.0,64.0,51.0,46.0,49.0,53.0,44.0,32.0,28.0,28.0,28.0,1021.0,1022.0,1021.0,1018.0,1017.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,13.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,122.0,95.0,13.0,35.0,250.0,-0.11111111111111036,0.647603013860682,-0.02777777777777781,-0.02777777777777861
3790,20.0,19.0,20.0,20.0,20.0,20.0,12.0,13.0,9.0,7.0,8.0,67.0,64.0,51.0,46.0,49.0,34.0,44.0,32.0,28.0,28.0,1021.0,1021.0,1022.0,1021.0,1018.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,8.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,2.0,344.0,122.0,95.0,13.0,35.0,1.232595164407831e-30,0.11111111111110869,-1.232595164407831e-32,-6.147910770029725e-30
3791,20.0,20.0,19.0,20.0,20.0,20.0,12.0,12.0,13.0,9.0,7.0,62.0,67.0,64.0,51.0,46.0,32.0,34.0,44.0,32.0,28.0,1022.0,1021.0,1021.0,1022.0,1021.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,6.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,4.0,325.0,344.0,122.0,95.0,13.0,1.232595164407831e-30,-0.8293446239042016,-1.232595164407831e-32,-0.0028061254009348097
3792,19.0,20.0,20.0,19.0,20.0,20.0,9.0,12.0,12.0,13.0,9.0,54.0,62.0,67.0,64.0,51.0,26.0,32.0,34.0,44.0,32.0,1021.0,1022.0,1021.0,1021.0,1022.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,2.0,301.0,325.0,344.0,122.0,95.0,1.232595164407831e-30,-1.0998866095073805,-0.02777777777777781,-0.014886066246174084
3793,16.0,19.0,20.0,20.0,19.0,20.0,7.0,9.0,12.0,12.0,13.0,48.0,54.0,62.0,67.0,64.0,18.0,26.0,32.0,34.0,44.0,1018.0,1021.0,1022.0,1021.0,1021.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,336.0,301.0,325.0,344.0,122.0,-0.829344623904193,-3.218833499813119,-0.2073361559760488,-0.5334676889842932
3794,13.0,16.0,19.0,20.0,20.0,19.0,2.0,7.0,9.0,12.0,12.0,44.0,48.0,54.0,62.0,67.0,23.0,18.0,26.0,32.0,34.0,1019.0,1018.0,1021.0,1022.0,1021.0,10.0,10.0,10.0,10.0,10.0,16.0,6.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,40.0,336.0,301.0,325.0,344.0,-2.2142448033639424,-2.4027909333425153,-0.5535612008409866,-1.5138564135579224
3795,13.0,13.0,16.0,19.0,20.0,20.0,1.0,2.0,7.0,9.0,12.0,44.0,44.0,48.0,54.0,62.0,26.0,23.0,18.0,26.0,32.0,1015.0,1019.0,1018.0,1021.0,1022.0,10.0,10.0,10.0,10.0,10.0,10.0,16.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,33.0,40.0,336.0,301.0,325.0,-1.333333333333331,-2.4027909333425153,-0.3333333333333334,-1.6885035589958615
3796,14.0,13.0,13.0,16.0,19.0,20.0,-1.0,1.0,2.0,7.0,9.0,42.0,44.0,44.0,48.0,54.0,23.0,26.0,23.0,18.0,26.0,1014.0,1015.0,1019.0,1018.0,1021.0,31.0,10.0,10.0,10.0,10.0,8.0,10.0,16.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,1.0,2.0,326.0,33.0,40.0,336.0,301.0,-0.05954426498469348,0.019063652805977847,-0.3333333333333334,-0.6856167850708977
3797,17.0,14.0,13.0,13.0,16.0,19.0,7.0,-1.0,1.0,2.0,7.0,54.0,42.0,44.0,44.0,48.0,44.0,23.0,26.0,23.0,18.0,1016.0,1014.0,1015.0,1019.0,1018.0,10.0,31.0,10.0,10.0,10.0,10.0,8.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,1.0,1.0,1.0,269.0,326.0,33.0,40.0,336.0,0.8293446239041966,0.888888888888882,-0.08333333333333343,-0.09219870860879689
3798,18.0,17.0,14.0,13.0,13.0,16.0,9.0,7.0,-1.0,1.0,2.0,65.0,54.0,42.0,44.0,44.0,41.0,44.0,23.0,26.0,23.0,1020.0,1016.0,1014.0,1015.0,1019.0,10.0,10.0,31.0,10.0,10.0,6.0,10.0,8.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,31.0,1.0,1.0,212.0,269.0,326.0,33.0,40.0,1.5475781366972812,3.9663264951887696,0.0019943547145691775,0.04872393690038234
3799,17.0,18.0,17.0,14.0,13.0,13.0,12.0,9.0,7.0,-1.0,1.0,71.0,65.0,54.0,42.0,44.0,56.0,41.0,44.0,23.0,26.0,1021.0,1020.0,1016.0,1014.0,1015.0,10.0,10.0,10.0,31.0,10.0,8.0,6.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,31.0,1.0,180.0,212.0,269.0,326.0,33.0,0.3333333333333343,1.910167580605578,0.027777777777777728,0.5777210825314602
3800,17.0,17.0,18.0,17.0,14.0,13.0,13.0,12.0,9.0,7.0,-1.0,76.0,71.0,65.0,54.0,42.0,47.0,56.0,41.0,44.0,23.0,1019.0,1021.0,1020.0,1016.0,1014.0,10.0,10.0,10.0,10.0,31.0,6.0,8.0,6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,5.0,31.0,329.0,180.0,212.0,269.0,326.0,7.888609052210118e-31,0.8293446239041877,0.2073361559760486,0.858858745437852
3801,16.0,17.0,17.0,18.0,17.0,14.0,13.0,13.0,12.0,9.0,7.0,87.0,76.0,71.0,65.0,54.0,60.0,47.0,56.0,41.0,44.0,1014.0,1019.0,1021.0,1020.0,1016.0,8.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,5.0,181.0,329.0,180.0,212.0,269.0,-0.4444444444444432,-0.01906365280597999,0.08333333333333323,0.858858745437852
3802,16.0,16.0,17.0,17.0,18.0,17.0,11.0,13.0,13.0,12.0,9.0,80.0,87.0,76.0,71.0,65.0,52.0,60.0,47.0,56.0,41.0,1018.0,1014.0,1019.0,1021.0,1020.0,9.0,8.0,10.0,10.0,10.0,3.0,10.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,6.0,4.0,29.0,181.0,329.0,180.0,212.0,-0.11111111111111051,-0.01906365280597999,0.014886066246173444,0.3868945341743164
3803,16.0,16.0,16.0,17.0,17.0,18.0,12.0,11.0,13.0,13.0,12.0,79.0,80.0,87.0,76.0,71.0,49.0,52.0,60.0,47.0,56.0,1019.0,1018.0,1014.0,1019.0,1021.0,9.0,9.0,8.0,10.0,10.0,3.0,3.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,5.0,6.0,142.0,29.0,181.0,329.0,180.0,-0.11111111111111051,-0.371460638945296,-0.027777777777777832,0.02268154889327796
3804,17.0,16.0,16.0,16.0,17.0,17.0,10.0,12.0,11.0,13.0,13.0,69.0,79.0,80.0,87.0,76.0,38.0,49.0,52.0,60.0,47.0,1020.0,1019.0,1018.0,1014.0,1019.0,10.0,9.0,9.0,8.0,10.0,5.0,3.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,5.0,248.0,142.0,29.0,181.0,329.0,0.11111111111111169,-0.01906365280597999,-0.027777777777777832,-0.019063652805979634
3805,18.0,17.0,16.0,16.0,16.0,17.0,10.0,10.0,12.0,11.0,13.0,68.0,69.0,79.0,80.0,87.0,38.0,38.0,49.0,52.0,60.0,1021.0,1020.0,1019.0,1018.0,1014.0,10.0,10.0,9.0,9.0,8.0,3.0,5.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,4.0,5.0,308.0,248.0,142.0,29.0,181.0,0.4444444444444456,-0.6476030138606944,0.027777777777777728,-0.22222222222222485
3806,17.0,18.0,17.0,16.0,16.0,16.0,9.0,10.0,10.0,12.0,11.0,63.0,68.0,69.0,79.0,80.0,34.0,38.0,38.0,49.0,52.0,1023.0,1021.0,1020.0,1019.0,1018.0,10.0,10.0,10.0,9.0,9.0,5.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,4.0,23.0,308.0,248.0,142.0,29.0,0.11111111111111169,-0.8293446239042026,-2.1912802922805882e-32,-0.5777210825314686
3807,14.0,17.0,18.0,17.0,16.0,16.0,6.0,9.0,10.0,10.0,12.0,53.0,63.0,68.0,69.0,79.0,29.0,34.0,38.0,38.0,49.0,1026.0,1023.0,1021.0,1020.0,1019.0,10.0,10.0,10.0,10.0,9.0,13.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,3.0,34.0,23.0,308.0,248.0,142.0,-0.33333333333333226,-0.3333333333333383,-0.014886066246173515,-0.1279569651578468
3808,14.0,14.0,17.0,18.0,17.0,16.0,7.0,6.0,9.0,10.0,10.0,61.0,53.0,63.0,68.0,69.0,33.0,29.0,34.0,38.0,38.0,1023.0,1026.0,1023.0,1021.0,1020.0,10.0,10.0,10.0,10.0,10.0,8.0,13.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,346.0,34.0,23.0,308.0,248.0,-0.8293446239041934,-0.6746440855249504,-0.014886066246173515,-0.6610544158648023
3809,16.0,14.0,14.0,17.0,18.0,17.0,4.0,7.0,6.0,9.0,10.0,51.0,61.0,53.0,63.0,68.0,32.0,33.0,29.0,34.0,38.0,1020.0,1023.0,1026.0,1023.0,1021.0,10.0,10.0,10.0,10.0,10.0,18.0,8.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,5.0,25.0,346.0,34.0,23.0,308.0,-0.011224501603737997,0.007977418858275997,0.012926278445613287,-0.16866102138123829
3810,13.0,16.0,14.0,14.0,17.0,18.0,5.0,4.0,7.0,6.0,9.0,54.0,51.0,61.0,53.0,63.0,27.0,32.0,33.0,29.0,34.0,1020.0,1020.0,1023.0,1026.0,1023.0,10.0,10.0,10.0,10.0,10.0,10.0,18.0,8.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,11.0,25.0,346.0,34.0,23.0,-0.011224501603738016,-0.05954426498469601,-0.1167233619129803,-0.16866102138123829
3811,13.0,13.0,16.0,14.0,14.0,17.0,5.0,5.0,4.0,7.0,6.0,60.0,54.0,51.0,61.0,53.0,33.0,27.0,32.0,33.0,29.0,1020.0,1020.0,1020.0,1023.0,1026.0,31.0,10.0,10.0,10.0,10.0,6.0,10.0,18.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,2.0,1.0,1.0,323.0,11.0,25.0,346.0,34.0,-0.011224501603738016,0.44444444444443876,-0.25838380928879473,-0.005983064143708021
3812,13.0,13.0,13.0,16.0,14.0,14.0,6.0,5.0,5.0,4.0,7.0,62.0,60.0,54.0,51.0,61.0,31.0,33.0,27.0,32.0,33.0,1019.0,1020.0,1020.0,1020.0,1023.0,10.0,31.0,10.0,10.0,10.0,6.0,6.0,10.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,2.0,1.0,327.0,323.0,11.0,25.0,346.0,-0.33333333333333237,0.44444444444443876,-0.1167233619129803,0.14287759831802502
3813,16.0,13.0,13.0,13.0,16.0,14.0,7.0,6.0,5.0,5.0,4.0,63.0,62.0,60.0,54.0,51.0,40.0,31.0,33.0,27.0,32.0,1020.0,1019.0,1020.0,1020.0,1020.0,10.0,10.0,31.0,10.0,10.0,6.0,6.0,6.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,2.0,11.0,327.0,323.0,11.0,25.0,0.3333333333333342,0.9999999999999913,0.055555555555555476,0.14287759831802502
3814,16.0,16.0,13.0,13.0,13.0,16.0,8.0,7.0,6.0,5.0,5.0,65.0,63.0,62.0,60.0,54.0,35.0,40.0,31.0,33.0,27.0,1020.0,1020.0,1019.0,1020.0,1020.0,10.0,10.0,10.0,31.0,10.0,5.0,6.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,31.0,1.0,10.0,11.0,327.0,323.0,11.0,0.3333333333333342,0.11111111111110825,0.055555555555555476,0.24999999999999706
3815,14.0,16.0,16.0,13.0,13.0,13.0,7.0,8.0,7.0,6.0,5.0,61.0,65.0,63.0,62.0,60.0,31.0,35.0,40.0,31.0,33.0,1021.0,1020.0,1020.0,1019.0,1020.0,10.0,10.0,10.0,10.0,31.0,5.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,31.0,346.0,10.0,11.0,327.0,323.0,0.01122450160373836,-0.11111111111111399,-0.05555555555555564,0.027777777777776794
3816,14.0,14.0,16.0,16.0,13.0,13.0,6.0,7.0,8.0,7.0,6.0,57.0,61.0,65.0,63.0,62.0,33.0,31.0,35.0,40.0,31.0,1023.0,1021.0,1020.0,1020.0,1019.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,30.0,346.0,10.0,11.0,327.0,-0.2222222222222215,-0.4444444444444502,0.0028061254009345274,0.027777777777776794
3817,14.0,14.0,14.0,16.0,16.0,13.0,6.0,6.0,7.0,8.0,7.0,61.0,57.0,61.0,65.0,63.0,35.0,33.0,31.0,35.0,40.0,1024.0,1023.0,1021.0,1020.0,1020.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,2.0,1.0,357.0,30.0,346.0,10.0,11.0,-0.2222222222222215,-0.8293446239042026,0.0028061254009345274,-0.08333333333333502
3818,12.0,14.0,14.0,14.0,16.0,16.0,3.0,6.0,6.0,7.0,8.0,53.0,61.0,57.0,61.0,65.0,22.0,35.0,33.0,31.0,35.0,1022.0,1024.0,1023.0,1021.0,1020.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,2.0,2.0,343.0,357.0,30.0,346.0,10.0,-0.22222222222222154,-1.3333333333333435,-0.033390028579646965,-0.5535612008409907
3819,12.0,12.0,14.0,14.0,14.0,16.0,0.0,3.0,6.0,6.0,7.0,46.0,53.0,61.0,57.0,61.0,27.0,22.0,35.0,33.0,31.0,1022.0,1022.0,1024.0,1023.0,1021.0,10.0,10.0,10.0,10.0,10.0,6.0,5.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10.0,1.0,2.0,273.0,343.0,357.0,30.0,346.0,-0.22222222222222154,-0.4668934476519268,-0.2222222222222225,-0.4555998122201686
3820,13.0,12.0,12.0,14.0,14.0,14.0,2.0,0.0,3.0,6.0,6.0,56.0,46.0,53.0,61.0,57.0,23.0,27.0,22.0,35.0,33.0,1019.0,1022.0,1022.0,1024.0,1023.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,10.0,10.0,1.0,297.0,273.0,343.0,357.0,30.0,-0.019063652805978683,0.4088454602617242,-0.09286515973632292,-0.01839730874733742
3821,13.0,13.0,12.0,12.0,14.0,14.0,7.0,2.0,0.0,3.0,6.0,66.0,56.0,46.0,53.0,61.0,42.0,23.0,27.0,22.0,35.0,1016.0,1019.0,1022.0,1022.0,1024.0,10.0,10.0,10.0,10.0,10.0,3.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,10.0,10.0,71.0,297.0,273.0,343.0,357.0,0.11111111111111162,3.2188334998130887,-0.004765913201494753,0.10221136506543059
3822,11.0,13.0,13.0,12.0,12.0,14.0,10.0,7.0,2.0,0.0,3.0,85.0,66.0,56.0,46.0,53.0,67.0,42.0,23.0,27.0,22.0,1012.0,1016.0,1019.0,1022.0,1022.0,9.0,10.0,10.0,10.0,10.0,3.0,3.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,10.0,4.0,10.0,277.0,71.0,297.0,273.0,343.0,-0.019063652805978683,0.14432189784539684,-0.09286515973632292,-0.023012707578188785
3823,9.0,11.0,13.0,13.0,12.0,12.0,2.0,10.0,7.0,2.0,0.0,58.0,85.0,66.0,56.0,46.0,32.0,67.0,42.0,23.0,27.0,1013.0,1012.0,1016.0,1019.0,1022.0,10.0,9.0,10.0,10.0,10.0,8.0,3.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,10.0,4.0,14.0,277.0,71.0,297.0,273.0,-0.8888888888888876,-0.13356011431859097,-0.2920755173822622,0.018762352212866994
3824,9.0,9.0,11.0,13.0,13.0,12.0,2.0,2.0,10.0,7.0,2.0,61.0,58.0,85.0,66.0,56.0,39.0,32.0,67.0,42.0,23.0,1017.0,1013.0,1012.0,1016.0,1019.0,10.0,10.0,9.0,10.0,10.0,6.0,8.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,10.0,18.0,14.0,277.0,71.0,297.0,-0.8888888888888876,-1.6285393610547212,-0.0928651597363229,0.0670728178089033
3825,12.0,9.0,9.0,11.0,13.0,13.0,1.0,2.0,2.0,10.0,7.0,58.0,61.0,58.0,85.0,66.0,30.0,39.0,32.0,67.0,42.0,1023.0,1017.0,1013.0,1012.0,1016.0,10.0,10.0,10.0,9.0,10.0,10.0,6.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,6.0,5.0,26.0,18.0,14.0,277.0,71.0,0.011224501603738344,0.0190636528059776,-0.000258010958685063,0.0670728178089033
3826,12.0,12.0,9.0,9.0,11.0,13.0,3.0,1.0,2.0,2.0,10.0,58.0,58.0,61.0,58.0,85.0,32.0,30.0,39.0,32.0,67.0,1024.0,1023.0,1017.0,1013.0,1012.0,10.0,10.0,10.0,10.0,9.0,6.0,10.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,6.0,327.0,26.0,18.0,14.0,277.0,0.3333333333333342,0.0190636528059776,-0.033390028579646965,-0.012926278445614012
3827,11.0,12.0,12.0,9.0,9.0,11.0,3.0,3.0,1.0,2.0,2.0,60.0,58.0,58.0,61.0,58.0,24.0,32.0,30.0,39.0,32.0,1020.0,1024.0,1023.0,1017.0,1013.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,4.0,354.0,327.0,26.0,18.0,14.0,0.05954426498469428,0.0190636528059776,-0.12207760175616439,-0.3238015069303474
3828,12.0,11.0,12.0,12.0,9.0,9.0,2.0,3.0,3.0,1.0,2.0,54.0,60.0,58.0,58.0,61.0,36.0,24.0,32.0,30.0,39.0,1021.0,1020.0,1024.0,1023.0,1017.0,10.0,10.0,10.0,10.0,10.0,19.0,8.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,354.0,327.0,26.0,18.0,5.4782007307014716e-31,-0.8293446239042033,0.002806125400934531,-0.14923248597824598
3829,10.0,12.0,11.0,12.0,12.0,9.0,-1.0,2.0,3.0,3.0,1.0,48.0,54.0,60.0,58.0,58.0,23.0,36.0,24.0,32.0,30.0,1021.0,1021.0,1020.0,1024.0,1023.0,10.0,10.0,10.0,10.0,10.0,14.0,19.0,8.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,17.0,2.0,354.0,327.0,26.0,-0.22222222222222154,-1.54757813669729,0.002806125400934531,-0.3057789996002348
