,Mean TemperatureC,Mean TemperatureC_1,Mean TemperatureC_2,Mean TemperatureC_3,Mean TemperatureC_4,Mean TemperatureC_5,MeanDew PointC_1,MeanDew PointC_2,MeanDew PointC_3,MeanDew PointC_4,MeanDew PointC_5, Mean Humidity_1, Mean Humidity_2, Mean Humidity_3, Mean Humidity_4, Mean Humidity_5, Min Humidity_1, Min Humidity_2, Min Humidity_3, Min Humidity_4, Min Humidity_5, Mean Sea Level PressurehPa_1, Mean Sea Level PressurehPa_2, Mean Sea Level PressurehPa_3, Mean Sea Level PressurehPa_4, Mean Sea Level PressurehPa_5, Mean VisibilityKm_1, Mean VisibilityKm_2, Mean VisibilityKm_3, Mean VisibilityKm_4, Mean VisibilityKm_5, Mean Wind SpeedKm/h_1, Mean Wind SpeedKm/h_2, Mean Wind SpeedKm/h_3, Mean Wind SpeedKm/h_4, Mean Wind SpeedKm/h_5,Precipitationmm_1,Precipitationmm_2,Precipitationmm_3,Precipitationmm_4,Precipitationmm_5, CloudCover_1, CloudCover_2, CloudCover_3, CloudCover_4, CloudCover_5,WindDirDegrees_1,WindDirDegrees_2,WindDirDegrees_3,WindDirDegrees_4,WindDirDegrees_5
3512,2.0,6.0,4.0,3.0,4.0,4.0,-1.0,1.0,-1.0,-2.0,-1.0,72.0,84.0,79.0,71.0,76.0,34.0,66.0,50.0,43.0,41.0,1024.0,1029.0,1028.0,1027.0,1028.0,5.0,6.0,8.0,31.0,10.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,31.0,10.0,11.0,232.0,353.0,348.0,339.0
3513,3.0,2.0,6.0,4.0,3.0,4.0,-3.0,-1.0,1.0,-1.0,-2.0,71.0,72.0,84.0,79.0,71.0,45.0,34.0,66.0,50.0,43.0,1021.0,1024.0,1029.0,1028.0,1027.0,10.0,5.0,6.0,8.0,31.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,31.0,68.0,11.0,232.0,353.0,348.0
3514,3.0,3.0,2.0,6.0,4.0,3.0,-4.0,-3.0,-1.0,1.0,-1.0,63.0,71.0,72.0,84.0,79.0,37.0,45.0,34.0,66.0,50.0,1025.0,1021.0,1024.0,1029.0,1028.0,10.0,10.0,5.0,6.0,8.0,8.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,0.0,12.0,68.0,11.0,232.0,353.0
3515,2.0,3.0,3.0,2.0,6.0,4.0,-4.0,-4.0,-3.0,-1.0,1.0,65.0,63.0,71.0,72.0,84.0,35.0,37.0,45.0,34.0,66.0,1029.0,1025.0,1021.0,1024.0,1029.0,10.0,10.0,10.0,5.0,6.0,6.0,8.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,4.0,3.0,336.0,12.0,68.0,11.0,232.0
3516,4.0,2.0,3.0,3.0,2.0,6.0,-3.0,-4.0,-4.0,-3.0,-1.0,70.0,65.0,63.0,71.0,72.0,46.0,35.0,37.0,45.0,34.0,1029.0,1029.0,1025.0,1021.0,1024.0,10.0,10.0,10.0,10.0,5.0,10.0,6.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,5.0,4.0,355.0,336.0,12.0,68.0,11.0
3517,4.0,4.0,2.0,3.0,3.0,2.0,-2.0,-3.0,-4.0,-4.0,-3.0,70.0,70.0,65.0,63.0,71.0,50.0,46.0,35.0,37.0,45.0,1029.0,1029.0,1029.0,1025.0,1021.0,10.0,10.0,10.0,10.0,10.0,13.0,10.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,4.0,5.0,7.0,355.0,336.0,12.0,68.0
3518,3.0,4.0,4.0,2.0,3.0,3.0,-3.0,-2.0,-3.0,-4.0,-4.0,67.0,70.0,70.0,65.0,63.0,30.0,50.0,46.0,35.0,37.0,1030.0,1029.0,1029.0,1029.0,1025.0,10.0,10.0,10.0,10.0,10.0,6.0,13.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,10.0,4.0,329.0,7.0,355.0,336.0,12.0
3519,4.0,3.0,4.0,4.0,2.0,3.0,-4.0,-3.0,-2.0,-3.0,-4.0,65.0,67.0,70.0,70.0,65.0,28.0,30.0,50.0,46.0,35.0,1029.0,1030.0,1029.0,1029.0,1029.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,13.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,5.0,10.0,341.0,329.0,7.0,355.0,336.0
3520,6.0,4.0,3.0,4.0,4.0,2.0,-3.0,-4.0,-3.0,-2.0,-3.0,68.0,65.0,67.0,70.0,70.0,31.0,28.0,30.0,50.0,46.0,1030.0,1029.0,1030.0,1029.0,1029.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,3.0,5.0,353.0,341.0,329.0,7.0,355.0
3521,3.0,6.0,4.0,3.0,4.0,4.0,-2.0,-3.0,-4.0,-3.0,-2.0,68.0,68.0,65.0,67.0,70.0,31.0,31.0,28.0,30.0,50.0,1031.0,1030.0,1029.0,1030.0,1029.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,3.0,355.0,353.0,341.0,329.0,7.0
3522,3.0,3.0,6.0,4.0,3.0,4.0,-3.0,-2.0,-3.0,-4.0,-3.0,69.0,68.0,68.0,65.0,67.0,37.0,31.0,31.0,28.0,30.0,1029.0,1031.0,1030.0,1029.0,1030.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,341.0,355.0,353.0,341.0,329.0
3523,6.0,3.0,3.0,6.0,4.0,3.0,-1.0,-3.0,-2.0,-3.0,-4.0,77.0,69.0,68.0,68.0,65.0,54.0,37.0,31.0,31.0,28.0,1030.0,1029.0,1031.0,1030.0,1029.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,10.0,10.0,335.0,341.0,355.0,353.0,341.0
3524,7.0,6.0,3.0,3.0,6.0,4.0,3.0,-1.0,-3.0,-2.0,-3.0,81.0,77.0,69.0,68.0,68.0,66.0,54.0,37.0,31.0,31.0,1034.0,1030.0,1029.0,1031.0,1030.0,9.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,10.0,10.0,10.0,282.0,335.0,341.0,355.0,353.0
3525,7.0,7.0,6.0,3.0,3.0,6.0,6.0,3.0,-1.0,-3.0,-2.0,88.0,81.0,77.0,69.0,68.0,87.0,66.0,54.0,37.0,31.0,1040.0,1034.0,1030.0,1029.0,1031.0,6.0,9.0,10.0,10.0,10.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,10.0,10.0,17.0,282.0,335.0,341.0,355.0
3526,7.0,7.0,7.0,6.0,3.0,3.0,6.0,6.0,3.0,-1.0,-3.0,91.0,88.0,81.0,77.0,69.0,82.0,87.0,66.0,54.0,37.0,1038.0,1040.0,1034.0,1030.0,1029.0,4.0,6.0,9.0,10.0,10.0,2.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,3.0,10.0,128.0,17.0,282.0,335.0,341.0
3527,6.0,7.0,7.0,7.0,6.0,3.0,4.0,6.0,6.0,3.0,-1.0,82.0,91.0,88.0,81.0,77.0,54.0,82.0,87.0,66.0,54.0,1039.0,1038.0,1040.0,1034.0,1030.0,5.0,4.0,6.0,9.0,10.0,3.0,2.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,5.0,3.0,82.0,128.0,17.0,282.0,335.0
3528,7.0,6.0,7.0,7.0,7.0,6.0,0.0,4.0,6.0,6.0,3.0,77.0,82.0,91.0,88.0,81.0,41.0,54.0,82.0,87.0,66.0,1036.0,1039.0,1038.0,1040.0,1034.0,6.0,5.0,4.0,6.0,9.0,5.0,3.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,7.0,5.0,346.0,82.0,128.0,17.0,282.0
3529,6.0,7.0,6.0,7.0,7.0,7.0,1.0,0.0,4.0,6.0,6.0,77.0,77.0,82.0,91.0,88.0,41.0,41.0,54.0,82.0,87.0,1031.0,1036.0,1039.0,1038.0,1040.0,8.0,6.0,5.0,4.0,6.0,5.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,7.0,37.0,346.0,82.0,128.0,17.0
3530,4.0,6.0,7.0,6.0,7.0,7.0,2.0,1.0,0.0,4.0,6.0,80.0,77.0,77.0,82.0,91.0,51.0,41.0,41.0,54.0,82.0,1031.0,1031.0,1036.0,1039.0,1038.0,5.0,8.0,6.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,6.0,327.0,37.0,346.0,82.0,128.0
3531,3.0,4.0,6.0,7.0,6.0,7.0,2.0,2.0,1.0,0.0,4.0,83.0,80.0,77.0,77.0,82.0,58.0,51.0,41.0,41.0,54.0,1030.0,1031.0,1031.0,1036.0,1039.0,6.0,5.0,8.0,6.0,5.0,3.0,3.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,91.0,327.0,37.0,346.0,82.0
3532,6.0,3.0,4.0,6.0,7.0,6.0,2.0,2.0,2.0,1.0,0.0,90.0,83.0,80.0,77.0,77.0,70.0,58.0,51.0,41.0,41.0,1028.0,1030.0,1031.0,1031.0,1036.0,5.0,6.0,5.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,2.0,169.0,91.0,327.0,37.0,346.0
3533,4.0,6.0,3.0,4.0,6.0,7.0,4.0,2.0,2.0,2.0,1.0,90.0,90.0,83.0,80.0,77.0,81.0,70.0,58.0,51.0,41.0,1028.0,1028.0,1030.0,1031.0,1031.0,6.0,5.0,6.0,5.0,8.0,6.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,1.0,171.0,169.0,91.0,327.0,37.0
3534,3.0,4.0,6.0,3.0,4.0,6.0,4.0,4.0,2.0,2.0,2.0,88.0,90.0,90.0,83.0,80.0,81.0,81.0,70.0,58.0,51.0,1026.0,1028.0,1028.0,1030.0,1031.0,7.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,0.0,4.0,41.0,171.0,169.0,91.0,327.0
3535,6.0,3.0,4.0,6.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,94.0,88.0,90.0,90.0,83.0,87.0,81.0,81.0,70.0,58.0,1028.0,1026.0,1028.0,1028.0,1030.0,4.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,3.0,0.0,3.0,41.0,171.0,169.0,91.0
3536,7.0,6.0,3.0,4.0,6.0,3.0,1.0,2.0,4.0,4.0,2.0,82.0,94.0,88.0,90.0,90.0,44.0,87.0,81.0,81.0,70.0,1034.0,1028.0,1026.0,1028.0,1028.0,3.0,4.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,7.0,3.0,346.0,3.0,41.0,171.0,169.0
3537,8.0,7.0,6.0,3.0,4.0,6.0,1.0,1.0,2.0,4.0,4.0,70.0,82.0,94.0,88.0,90.0,34.0,44.0,87.0,81.0,81.0,1034.0,1034.0,1028.0,1026.0,1028.0,10.0,3.0,4.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,6.0,7.0,344.0,346.0,3.0,41.0,171.0
3538,9.0,8.0,7.0,6.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,78.0,70.0,82.0,94.0,88.0,45.0,34.0,44.0,87.0,81.0,1030.0,1034.0,1034.0,1028.0,1026.0,10.0,10.0,3.0,4.0,7.0,3.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,6.0,6.0,339.0,344.0,346.0,3.0,41.0
3539,6.0,9.0,8.0,7.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,72.0,78.0,70.0,82.0,94.0,36.0,45.0,34.0,44.0,87.0,1028.0,1030.0,1034.0,1034.0,1028.0,10.0,10.0,10.0,3.0,4.0,5.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,4.0,6.0,339.0,339.0,344.0,346.0,3.0
3540,8.0,6.0,9.0,8.0,7.0,6.0,2.0,2.0,2.0,1.0,1.0,77.0,72.0,78.0,70.0,82.0,58.0,36.0,45.0,34.0,44.0,1026.0,1028.0,1030.0,1034.0,1034.0,6.0,10.0,10.0,10.0,3.0,5.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,1.0,10.0,4.0,282.0,339.0,339.0,344.0,346.0
3541,6.0,8.0,6.0,9.0,8.0,7.0,5.0,2.0,2.0,2.0,1.0,86.0,77.0,72.0,78.0,70.0,67.0,58.0,36.0,45.0,34.0,1026.0,1026.0,1028.0,1030.0,1034.0,4.0,6.0,10.0,10.0,10.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,1.0,10.0,178.0,282.0,339.0,339.0,344.0
3542,7.0,6.0,8.0,6.0,9.0,8.0,4.0,5.0,2.0,2.0,2.0,85.0,86.0,77.0,72.0,78.0,81.0,67.0,58.0,36.0,45.0,1031.0,1026.0,1026.0,1028.0,1030.0,5.0,4.0,6.0,10.0,10.0,8.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,10.0,1.0,188.0,178.0,282.0,339.0,339.0
3543,10.0,7.0,6.0,8.0,6.0,9.0,4.0,4.0,5.0,2.0,2.0,86.0,85.0,86.0,77.0,72.0,81.0,81.0,67.0,58.0,36.0,1035.0,1031.0,1026.0,1026.0,1028.0,5.0,5.0,4.0,6.0,10.0,5.0,8.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,6.0,10.0,166.0,188.0,178.0,282.0,339.0
3544,8.0,10.0,7.0,6.0,8.0,6.0,6.0,4.0,4.0,5.0,2.0,85.0,86.0,85.0,86.0,77.0,55.0,81.0,81.0,67.0,58.0,1034.0,1035.0,1031.0,1026.0,1026.0,4.0,5.0,5.0,4.0,6.0,3.0,5.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,6.0,5.0,6.0,357.0,166.0,188.0,178.0,282.0
3545,8.0,8.0,10.0,7.0,6.0,8.0,4.0,6.0,4.0,4.0,5.0,86.0,85.0,86.0,85.0,86.0,63.0,55.0,81.0,81.0,67.0,1028.0,1034.0,1035.0,1031.0,1026.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,6.0,5.0,127.0,357.0,166.0,188.0,178.0
3546,4.0,8.0,8.0,10.0,7.0,6.0,3.0,4.0,6.0,4.0,4.0,83.0,86.0,85.0,86.0,85.0,54.0,63.0,55.0,81.0,81.0,1022.0,1028.0,1034.0,1035.0,1031.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,7.0,6.0,358.0,127.0,357.0,166.0,188.0
3547,4.0,4.0,8.0,8.0,10.0,7.0,2.0,3.0,4.0,6.0,4.0,83.0,83.0,86.0,85.0,86.0,57.0,54.0,63.0,55.0,81.0,1010.0,1022.0,1028.0,1034.0,1035.0,7.0,5.0,6.0,4.0,5.0,13.0,5.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,8.0,7.0,242.0,358.0,127.0,357.0,166.0
3548,2.0,4.0,4.0,8.0,8.0,10.0,-3.0,2.0,3.0,4.0,6.0,59.0,83.0,83.0,86.0,85.0,34.0,57.0,54.0,63.0,55.0,1012.0,1010.0,1022.0,1028.0,1034.0,10.0,7.0,5.0,6.0,4.0,13.0,13.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,1.0,8.0,277.0,242.0,358.0,127.0,357.0
3549,2.0,2.0,4.0,4.0,8.0,8.0,-6.0,-3.0,2.0,3.0,4.0,57.0,59.0,83.0,83.0,86.0,39.0,34.0,57.0,54.0,63.0,1014.0,1012.0,1010.0,1022.0,1028.0,10.0,10.0,7.0,5.0,6.0,8.0,13.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,1.0,290.0,277.0,242.0,358.0,127.0
3550,2.0,2.0,2.0,4.0,4.0,8.0,-4.0,-6.0,-3.0,2.0,3.0,62.0,57.0,59.0,83.0,83.0,42.0,39.0,34.0,57.0,54.0,1007.0,1014.0,1012.0,1010.0,1022.0,10.0,10.0,10.0,7.0,5.0,18.0,8.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,5.0,3.0,327.0,290.0,277.0,242.0,358.0
3551,3.0,2.0,2.0,2.0,4.0,4.0,-9.0,-4.0,-6.0,-3.0,2.0,45.0,62.0,57.0,59.0,83.0,30.0,42.0,39.0,34.0,57.0,1014.0,1007.0,1014.0,1012.0,1010.0,10.0,10.0,10.0,10.0,7.0,27.0,18.0,8.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,5.0,32.0,327.0,290.0,277.0,242.0
3552,0.0,3.0,2.0,2.0,2.0,4.0,-15.0,-9.0,-4.0,-6.0,-3.0,28.0,45.0,62.0,57.0,59.0,17.0,30.0,42.0,39.0,34.0,1025.0,1014.0,1007.0,1014.0,1012.0,10.0,10.0,10.0,10.0,10.0,13.0,27.0,18.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,1.0,3.0,26.0,32.0,327.0,290.0,277.0
3553,6.0,0.0,3.0,2.0,2.0,2.0,-7.0,-15.0,-9.0,-4.0,-6.0,56.0,28.0,45.0,62.0,57.0,39.0,17.0,30.0,42.0,39.0,1028.0,1025.0,1014.0,1007.0,1014.0,10.0,10.0,10.0,10.0,10.0,6.0,13.0,27.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,4.0,1.0,12.0,26.0,32.0,327.0,290.0
3554,6.0,6.0,0.0,3.0,2.0,2.0,2.0,-7.0,-15.0,-9.0,-4.0,74.0,56.0,28.0,45.0,62.0,61.0,39.0,17.0,30.0,42.0,1020.0,1028.0,1025.0,1014.0,1007.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,13.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,5.0,4.0,358.0,12.0,26.0,32.0,327.0
3555,3.0,6.0,6.0,0.0,3.0,2.0,4.0,2.0,-7.0,-15.0,-9.0,85.0,74.0,56.0,28.0,45.0,54.0,61.0,39.0,17.0,30.0,1019.0,1020.0,1028.0,1025.0,1014.0,6.0,10.0,10.0,10.0,10.0,6.0,10.0,6.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0,4.0,5.0,168.0,358.0,12.0,26.0,32.0
3556,3.0,3.0,6.0,6.0,0.0,3.0,0.0,4.0,2.0,-7.0,-15.0,82.0,85.0,74.0,56.0,28.0,58.0,54.0,61.0,39.0,17.0,1023.0,1019.0,1020.0,1028.0,1025.0,7.0,6.0,10.0,10.0,10.0,5.0,6.0,10.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,4.0,346.0,168.0,358.0,12.0,26.0
3557,4.0,3.0,3.0,6.0,6.0,0.0,-1.0,0.0,4.0,2.0,-7.0,75.0,82.0,85.0,74.0,56.0,47.0,58.0,54.0,61.0,39.0,1026.0,1023.0,1019.0,1020.0,1028.0,8.0,7.0,6.0,10.0,10.0,3.0,5.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,7.0,6.0,339.0,346.0,168.0,358.0,12.0
3558,7.0,4.0,3.0,3.0,6.0,6.0,1.0,-1.0,0.0,4.0,2.0,79.0,75.0,82.0,85.0,74.0,58.0,47.0,58.0,54.0,61.0,1025.0,1026.0,1023.0,1019.0,1020.0,10.0,8.0,7.0,6.0,10.0,6.0,3.0,5.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,4.0,7.0,12.0,339.0,346.0,168.0,358.0
3559,7.0,7.0,4.0,3.0,3.0,6.0,4.0,1.0,-1.0,0.0,4.0,86.0,79.0,75.0,82.0,85.0,76.0,58.0,47.0,58.0,54.0,1023.0,1025.0,1026.0,1023.0,1019.0,9.0,10.0,8.0,7.0,6.0,6.0,6.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,3.0,4.0,359.0,12.0,339.0,346.0,168.0
3560,8.0,7.0,7.0,4.0,3.0,3.0,4.0,4.0,1.0,-1.0,0.0,84.0,86.0,79.0,75.0,82.0,67.0,76.0,58.0,47.0,58.0,1023.0,1023.0,1025.0,1026.0,1023.0,8.0,9.0,10.0,8.0,7.0,5.0,6.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,3.0,10.0,359.0,12.0,339.0,346.0
3561,8.0,8.0,7.0,7.0,4.0,3.0,6.0,4.0,4.0,1.0,-1.0,88.0,84.0,86.0,79.0,75.0,67.0,67.0,76.0,58.0,47.0,1020.0,1023.0,1023.0,1025.0,1026.0,9.0,8.0,9.0,10.0,8.0,3.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,5.0,5.0,31.0,10.0,359.0,12.0,339.0
3562,8.0,8.0,8.0,7.0,7.0,4.0,5.0,6.0,4.0,4.0,1.0,84.0,88.0,84.0,86.0,79.0,58.0,67.0,67.0,76.0,58.0,1012.0,1020.0,1023.0,1023.0,1025.0,6.0,9.0,8.0,9.0,10.0,3.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,6.0,5.0,236.0,31.0,10.0,359.0,12.0
3563,8.0,8.0,8.0,8.0,7.0,7.0,3.0,5.0,6.0,4.0,4.0,73.0,84.0,88.0,84.0,86.0,62.0,58.0,67.0,67.0,76.0,1009.0,1012.0,1020.0,1023.0,1023.0,10.0,6.0,9.0,8.0,9.0,16.0,3.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,5.0,6.0,220.0,236.0,31.0,10.0,359.0
3564,9.0,8.0,8.0,8.0,8.0,7.0,7.0,3.0,5.0,6.0,4.0,91.0,73.0,84.0,88.0,84.0,76.0,62.0,58.0,67.0,67.0,1007.0,1009.0,1012.0,1020.0,1023.0,7.0,10.0,6.0,9.0,8.0,10.0,16.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,6.0,5.0,187.0,220.0,236.0,31.0,10.0
3565,12.0,9.0,8.0,8.0,8.0,8.0,2.0,7.0,3.0,5.0,6.0,64.0,91.0,73.0,84.0,88.0,38.0,76.0,62.0,58.0,67.0,1013.0,1007.0,1009.0,1012.0,1020.0,10.0,7.0,10.0,6.0,9.0,23.0,10.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,6.0,6.0,251.0,187.0,220.0,236.0,31.0
3566,12.0,12.0,9.0,8.0,8.0,8.0,5.0,2.0,7.0,3.0,5.0,66.0,64.0,91.0,73.0,84.0,34.0,38.0,76.0,62.0,58.0,1019.0,1013.0,1007.0,1009.0,1012.0,10.0,10.0,7.0,10.0,6.0,24.0,23.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,6.0,231.0,251.0,187.0,220.0,236.0
3567,12.0,12.0,12.0,9.0,8.0,8.0,9.0,5.0,2.0,7.0,3.0,84.0,66.0,64.0,91.0,73.0,72.0,34.0,38.0,76.0,62.0,1021.0,1019.0,1013.0,1007.0,1009.0,10.0,10.0,10.0,7.0,10.0,23.0,24.0,23.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,6.0,4.0,223.0,231.0,251.0,187.0,220.0
3568,7.0,12.0,12.0,12.0,9.0,8.0,4.0,9.0,5.0,2.0,7.0,63.0,84.0,66.0,64.0,91.0,29.0,72.0,34.0,38.0,76.0,1018.0,1021.0,1019.0,1013.0,1007.0,10.0,10.0,10.0,10.0,7.0,27.0,23.0,24.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,6.0,243.0,223.0,231.0,251.0,187.0
3569,10.0,7.0,12.0,12.0,12.0,9.0,4.0,4.0,9.0,5.0,2.0,83.0,63.0,84.0,66.0,64.0,65.0,29.0,72.0,34.0,38.0,1021.0,1018.0,1021.0,1019.0,1013.0,8.0,10.0,10.0,10.0,10.0,6.0,27.0,23.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,333.0,243.0,223.0,231.0,251.0
3570,7.0,10.0,7.0,12.0,12.0,12.0,6.0,4.0,4.0,9.0,5.0,70.0,83.0,63.0,84.0,66.0,38.0,65.0,29.0,72.0,34.0,1018.0,1021.0,1018.0,1021.0,1019.0,9.0,8.0,10.0,10.0,10.0,16.0,6.0,27.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,5.0,3.0,223.0,333.0,243.0,223.0,231.0
3571,11.0,7.0,10.0,7.0,12.0,12.0,1.0,6.0,4.0,4.0,9.0,70.0,70.0,83.0,63.0,84.0,38.0,38.0,65.0,29.0,72.0,1023.0,1018.0,1021.0,1018.0,1021.0,10.0,9.0,8.0,10.0,10.0,5.0,16.0,6.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,3.0,5.0,345.0,223.0,333.0,243.0,223.0
3572,9.0,11.0,7.0,10.0,7.0,12.0,2.0,1.0,6.0,4.0,4.0,64.0,70.0,70.0,83.0,63.0,26.0,38.0,38.0,65.0,29.0,1011.0,1023.0,1018.0,1021.0,1018.0,9.0,10.0,9.0,8.0,10.0,13.0,5.0,16.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,5.0,3.0,291.0,345.0,223.0,333.0,243.0
3573,9.0,9.0,11.0,7.0,10.0,7.0,3.0,2.0,1.0,6.0,4.0,69.0,64.0,70.0,70.0,83.0,47.0,26.0,38.0,38.0,65.0,1013.0,1011.0,1023.0,1018.0,1021.0,10.0,9.0,10.0,9.0,8.0,18.0,13.0,5.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,4.0,5.0,235.0,291.0,345.0,223.0,333.0
